,Player,Nation,Pos,Age,MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,playing_time_MP
529,Kim Minsu,kr KOR,"MF,FW",19-110,3.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Girona,2024,
530,Ferrán Ruiz,es ESP,MF,22-013,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Girona,2024,
531,Juan Carlos,es ESP,GK,37-109,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
532,Aleksandar Andreev,bg BUL,GK,19-045,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
533,Ricard Artero,es ESP,MF,22-093,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
534,Dawda Camara,mr MTN,FW,22-186,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
535,Enric García,es ESP,MF,19-070,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
536,Jastin García,es ESP,FW,21-114,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
537,Lucas García,es ESP,GK,21-128,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
538,Raúl Martínez,es ESP,MF,23-075,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
539,Joel Roca,es ESP,FW,19-336,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
540,Toni Villa,es ESP,MF,30-122,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
541,Krapyvtsov Vladyslav,ua UKR,GK,19-318,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
542,Antal Yaakobishvili,hu HUN,DF,20-301,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Girona,2024,
543,Dodi Lukebakio,be BEL,FW,27-227,,33,2822.0,31.4,11.0,2.0,13.0,10.0,1.0,1.0,3.0,1.0,9.2,8.4,4.3,12.8,122.0,82.0,224.0,0.35,0.06,0.41,0.32,0.38,0.29,0.14,0.43,0.27,0.41,Matches,Sevilla,2024,34.0
544,Carmona,es ESP,DF,23-100,,32,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,0.5,1.5,2.0,37.0,102.0,50.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches,Sevilla,2024,32.0
545,Loïc Bade,fr FRA,DF,25-028,,28,2541.0,28.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,0.7,1.3,11.0,59.0,5.0,0.04,0.04,0.07,0.04,0.07,0.02,0.02,0.05,0.02,0.05,Matches,Sevilla,2024,29.0
546,Ørjan Nyland,no NOR,GK,34-241,,27,2403.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Sevilla,2024,27.0
547,Isaac Romero,es ESP,FW,24-356,,26,2108.0,23.4,4.0,2.0,6.0,4.0,0.0,1.0,9.0,0.0,6.8,6.0,2.1,8.0,21.0,25.0,91.0,0.17,0.09,0.26,0.17,0.26,0.29,0.09,0.38,0.25,0.34,Matches,Sevilla,2024,29.0
548,Adrià Pedrosa,es ESP,DF,26-361,,25,2117.0,23.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.5,0.5,1.4,1.9,35.0,73.0,87.0,0.04,0.04,0.09,0.04,0.09,0.02,0.06,0.08,0.02,0.08,Matches,Sevilla,2024,28.0
549,Nemanja Gudelj,rs SRB,"MF,DF",33-174,,24,2191.0,24.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.6,1.2,10.0,49.0,5.0,0.0,0.04,0.04,0.0,0.04,0.02,0.03,0.05,0.02,0.05,Matches,Sevilla,2024,27.0
550,Kike Salas,es ESP,DF,23-016,,21,1925.0,21.4,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,0.6,1.7,6.0,54.0,15.0,0.09,0.09,0.19,0.09,0.19,0.05,0.03,0.08,0.05,0.08,Matches,Sevilla,2024,27.0
551,Djibril Sow,ch SUI,MF,28-092,,21,1861.0,20.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,1.6,3.7,21.0,92.0,45.0,0.05,0.05,0.1,0.05,0.1,0.1,0.08,0.18,0.1,0.18,Matches,Sevilla,2024,27.0
552,Lucien Agoume,fr FRA,MF,23-089,,20,1754.0,19.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.8,0.8,2.0,2.8,21.0,100.0,17.0,0.05,0.05,0.1,0.05,0.1,0.04,0.1,0.14,0.04,0.14,Matches,Sevilla,2024,31.0
553,Saúl Ñíguez,es ESP,MF,30-169,,16,1454.0,16.2,1.0,6.0,7.0,1.0,0.0,0.0,7.0,1.0,2.8,2.8,2.4,5.2,13.0,62.0,39.0,0.06,0.37,0.43,0.06,0.43,0.17,0.15,0.32,0.17,0.32,Matches,Sevilla,2024,22.0
554,Albert Sambi Lokonga,be BEL,MF,25-199,,15,1400.0,15.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.9,1.6,22.0,86.0,19.0,0.0,0.13,0.13,0.0,0.13,0.04,0.06,0.1,0.04,0.1,Matches,Sevilla,2024,20.0
555,Juanlu Sánchez,es ESP,"MF,DF",21-267,,14,1393.0,15.5,4.0,4.0,8.0,4.0,0.0,0.0,5.0,1.0,1.8,1.8,2.5,4.4,30.0,49.0,58.0,0.26,0.26,0.52,0.26,0.52,0.12,0.16,0.28,0.12,0.28,Matches,Sevilla,2024,28.0
556,Peque,es ESP,"MF,FW",22-217,,13,1026.0,11.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.4,2.4,1.2,3.5,10.0,29.0,37.0,0.09,0.09,0.18,0.09,0.18,0.21,0.1,0.31,0.21,0.31,Matches,Sevilla,2024,23.0
557,Chidera Ejuke,ng NGA,FW,27-127,,9,956.0,10.6,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,1.6,2.7,73.0,37.0,97.0,0.19,0.09,0.28,0.19,0.28,0.1,0.15,0.25,0.1,0.25,Matches,Sevilla,2024,23.0
558,Ruben Vargas,ch SUI,"FW,MF",26-277,,9,671.0,7.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8,2.7,29.0,14.0,63.0,0.27,0.13,0.4,0.27,0.4,0.26,0.1,0.37,0.26,0.37,Matches,Sevilla,2024,11.0
559,Álvaro Fernández,es ESP,GK,27-026,,7,657.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Sevilla,2024,8.0
560,Tanguy Nianzou,fr FRA,DF,22-336,,6,518.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.0,0.2,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Sevilla,2024,6.0
561,Marcão,br BRA,DF,28-338,,5,462.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,2024,11.0
562,Kelechi Iheanacho,ng NGA,FW,28-218,,5,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.3,1.8,6.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.33,0.07,0.41,0.33,0.41,Matches,Sevilla,2024,9.0
563,Jesús Navas,es ESP,"FW,MF",39-169,,3,424.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,13.0,23.0,48.0,0.21,0.0,0.21,0.21,0.21,0.11,0.11,0.22,0.11,0.22,Matches,Sevilla,2024,15.0
564,Valentín Barco,ar ARG,"DF,FW",20-290,,3,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,4.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.09,0.2,0.28,0.09,0.28,Matches,Sevilla,2024,7.0
565,Stanis Idumbo,be BEL,"FW,MF",19-314,,3,284.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,10.0,8.0,20.0,0.32,0.32,0.63,0.32,0.63,0.2,0.23,0.42,0.2,0.42,Matches,Sevilla,2024,14.0
566,Lucas Ocampos,ar ARG,FW,30-302,,2,175.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,5.0,7.0,20.0,0.0,0.51,0.51,0.0,0.51,0.08,0.17,0.25,0.08,0.25,Matches,Sevilla,2024,2.0
567,Suso,es ESP,"FW,MF",31-171,,1,315.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.6,1.1,11.0,31.0,41.0,0.0,0.29,0.29,0.0,0.29,0.14,0.18,0.32,0.14,0.32,Matches,Sevilla,2024,12.0
568,Álvaro Pascual,es ESP,FW,23-128,,1,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,2024,4.0
569,Akor Adams,ng NGA,FW,25-100,,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,Sevilla,2024,4.0
570,Manu Bueno,es ESP,"MF,FW",20-286,,1,114.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,3.0,4.0,0.79,0.0,0.79,0.79,0.79,0.1,0.0,0.1,0.1,0.1,Matches,Sevilla,2024,7.0
571,Gonzalo Montiel,ar ARG,"DF,MF",28-128,,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Sevilla,2024,6.0
572,Ramón Martínez,es ESP,DF,22-199,,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,2024,2.0
573,Diego Iturralde,es ESP,FW,22-023,,1,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Sevilla,2024,1.0
574,Israel Domínguez,es ESP,FW,22-002,,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,2024,1.0
575,Leandro Antonetti,pr PUR,FW,22-116,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,Sevilla,2024,1.0
576,Mateo Mejía,es ESP,FW,22-039,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,2024,1.0
577,Darío Fuentes,es ESP,DF,22-117,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,2024,1.0
578,Matías Árbol,es ESP,GK,22-239,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,2024,0.0
579,Castrin,es ESP,FW,22-128,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,2024,0.0
580,Pablo Cruz,es ESP,MF,21-118,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,2024,0.0
581,Lulo Dasilva,es ESP,MF,22-217,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,2024,0.0
582,Alberto López,es ESP,GK,21-180,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,2024,0.0
583,Alberto López,es ESP,MF,20-023,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,2024,0.0
584,Joaquín Martínez Gauna,es ESP,FW,21-304,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,2024,0.0
585,Pedro Ortiz,es ESP,MF,24-263,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,2024,0.0
586,Rafa,es ESP,GK,21-275,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,2024,0.0
587,Carlos Vicente,es ESP,"FW,MF",26-016,,31,2732.0,30.4,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,2.6,2.6,5.1,7.7,95.0,62.0,201.0,0.13,0.16,0.3,0.13,0.3,0.08,0.17,0.25,0.08,0.25,Matches,Alaves,2024,33.0
588,Nahuel Tenaglia,ar ARG,DF,29-077,,30,2633.0,29.3,2.0,1.0,3.0,2.0,0.0,0.0,11.0,0.0,2.1,2.1,1.5,3.6,38.0,94.0,88.0,0.07,0.03,0.1,0.07,0.1,0.07,0.05,0.12,0.07,0.12,Matches,Alaves,2024,30.0
589,Abdel Abqar,ma MAR,DF,26-060,,29,2463.0,27.4,0.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,0.9,0.9,0.3,1.2,16.0,79.0,4.0,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,Matches,Alaves,2024,29.0
590,Antonio Sivera,es ESP,GK,28-271,,28,2450.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,2024,28.0
591,Antonio Blanco,es ESP,MF,24-290,,28,2393.0,26.6,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.8,0.8,1.5,2.3,12.0,130.0,18.0,0.0,0.04,0.04,0.0,0.04,0.03,0.06,0.08,0.03,0.08,Matches,Alaves,2024,31.0
592,Kiké,es ESP,FW,35-165,,26,2301.0,25.6,12.0,0.0,12.0,10.0,2.0,2.0,5.0,1.0,8.2,6.6,0.9,7.5,21.0,45.0,144.0,0.47,0.0,0.47,0.39,0.39,0.32,0.04,0.36,0.26,0.29,Matches,Alaves,2024,32.0
593,Manu Sánchez,es ESP,DF,24-258,,26,2293.0,25.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.7,1.7,0.7,2.3,43.0,73.0,90.0,0.04,0.0,0.04,0.04,0.04,0.07,0.03,0.09,0.07,0.09,Matches,Alaves,2024,29.0
594,Jon Guridi,es ESP,"MF,FW",30-070,,23,1804.0,20.0,3.0,1.0,4.0,2.0,1.0,1.0,6.0,0.0,3.5,2.7,1.1,3.7,22.0,74.0,75.0,0.15,0.05,0.2,0.1,0.15,0.17,0.05,0.23,0.13,0.19,Matches,Alaves,2024,29.0
595,Moussa Diarra,ml MLI,DF,24-180,,19,1776.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.1,0.2,12.0,69.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Alaves,2024,25.0
596,Ander Guevara,es ESP,MF,27-306,,17,1677.0,18.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,1.0,13.0,103.0,17.0,0.0,0.05,0.05,0.0,0.05,0.03,0.03,0.06,0.03,0.06,Matches,Alaves,2024,30.0
597,Santiago Mouriño,uy URU,DF,23-085,,17,1579.0,17.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.8,0.8,0.8,1.7,14.0,41.0,1.0,0.0,0.06,0.06,0.0,0.06,0.05,0.05,0.09,0.05,0.09,Matches,Alaves,2024,22.0
598,Carlos Martín,es ESP,"FW,MF",23-017,,16,1307.0,14.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.3,2.3,2.7,5.0,13.0,20.0,67.0,0.14,0.14,0.28,0.14,0.28,0.16,0.19,0.34,0.16,0.34,Matches,Alaves,2024,24.0
599,Joan Jordán,es ESP,MF,30-307,,15,1362.0,15.1,4.0,2.0,6.0,2.0,2.0,3.0,3.0,0.0,4.0,1.6,2.3,3.9,6.0,101.0,35.0,0.26,0.13,0.4,0.13,0.26,0.26,0.15,0.41,0.11,0.26,Matches,Alaves,2024,23.0
600,Tomás Conechny,ar ARG,"FW,MF",27-040,,9,792.0,8.8,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.4,2.4,0.3,2.7,12.0,19.0,59.0,0.11,0.0,0.11,0.11,0.11,0.27,0.03,0.3,0.27,0.3,Matches,Alaves,2024,19.0
601,Carles Aleñá,es ESP,"MF,FW",27-124,,9,761.0,8.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.7,1.2,15.0,46.0,36.0,0.0,0.24,0.24,0.0,0.24,0.07,0.08,0.14,0.07,0.14,Matches,Alaves,2024,10.0
602,Toni Martínez,es ESP,"FW,MF",27-313,,8,912.0,10.1,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,0.6,3.6,13.0,11.0,51.0,0.39,0.0,0.39,0.39,0.39,0.3,0.06,0.36,0.3,0.36,Matches,Alaves,2024,25.0
603,Stoichkov,es ESP,"MF,FW",31-185,,6,699.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,1.2,2.3,9.0,26.0,41.0,0.0,0.13,0.13,0.0,0.13,0.14,0.15,0.3,0.14,0.3,Matches,Alaves,2024,16.0
604,Aleksandar Sedlar,rs SRB,DF,33-147,,6,516.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,2024,8.0
605,Jesús Owono,gq EQG,GK,24-069,,5,487.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,2024,6.0
606,Pica,es ESP,DF,23-128,,5,487.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.4,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Alaves,2024,8.0
607,Carlos Benavídez,uy URU,MF,27-040,,5,393.0,4.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.6,0.7,4.0,22.0,5.0,0.23,0.23,0.46,0.23,0.46,0.03,0.14,0.17,0.03,0.17,Matches,Alaves,2024,14.0
608,Abderrahman Rebbach,dz ALG,"FW,MF",26-271,,4,385.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,16.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,Matches,Alaves,2024,8.0
609,Facundo Garcés,ar ARG,DF,25-246,,3,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Alaves,2024,6.0
610,Asier Villalibre,es ESP,FW,27-221,,2,314.0,3.5,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.6,0.8,1.0,1.8,4.0,7.0,18.0,0.29,0.29,0.57,0.0,0.29,0.45,0.28,0.73,0.22,0.5,Matches,Alaves,2024,15.0
611,Hugo Novoa,es ESP,"DF,MF",22-128,,2,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,7.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.26,0.18,0.26,Matches,Alaves,2024,5.0
612,Luka Romero,ar ARG,"FW,MF",20-172,,2,199.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.2,0.2,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.37,0.08,0.45,0.01,0.09,Matches,Alaves,2024,6.0
613,Pau Cabanes,es ESP,"MF,FW",20-081,,2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,15.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Alaves,2024,5.0
614,Adrian Rodriguez,es ESP,GK,24-148,,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,2024,2.0
615,Luis Rioja,es ESP,FW,31-205,,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,0.57,Matches,Alaves,2024,1.0
616,Daouda Doumbia,ml MLI,MF,23-128,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,2024,0.0
617,Alejandro Jay Agustín,es ESP,MF,22-306,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,2024,0.0
618,Julen Lartitegi,es ESP,FW,21-222,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,2024,0.0
619,Egoitz Muñoz,es ESP,DF,20-128,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,2024,0.0
620,Eneko Ortiz,es ESP,MF,21-348,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,2024,0.0
621,Joaquín Panichelli,ar ARG,FW,22-214,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,2024,0.0
622,Grégoire Swiderski,ca CAN,GK,19-216,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,2024,0.0
623,Alberto Moleiro,es ESP,"FW,MF",21-221,32.0,29,2463.0,27.4,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,5.4,5.4,3.0,8.4,83.0,108.0,169.0,0.22,0.04,0.26,0.22,0.26,0.2,0.11,0.31,0.2,0.31,Matches,Las Palmas,2024,
624,Álex Suárez,es ESP,DF,32-052,28.0,28,2322.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5,0.5,0.1,0.6,6.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Las Palmas,2024,
625,Javier Muñoz,es ESP,"MF,DF",30-070,33.0,27,2498.0,27.8,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,2.5,3.7,35.0,105.0,89.0,0.04,0.11,0.14,0.04,0.14,0.04,0.09,0.13,0.04,0.13,Matches,Las Palmas,2024,
626,Jasper Cillessen,nl NED,GK,36-017,27.0,27,2335.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las Palmas,2024,
627,Scott McKenna,sct SCO,DF,28-178,27.0,26,2286.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,0.7,1.5,8.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Las Palmas,2024,
628,Mika Mármol,es ESP,DF,23-312,27.0,24,2129.0,23.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.3,1.7,23.0,93.0,49.0,0.0,0.04,0.04,0.0,0.04,0.02,0.05,0.07,0.02,0.07,Matches,Las Palmas,2024,
629,Sandro Ramírez,es ESP,"FW,MF",29-304,29.0,24,1923.0,21.4,9.0,3.0,12.0,8.0,1.0,1.0,6.0,0.0,4.0,3.2,3.3,6.5,48.0,47.0,115.0,0.42,0.14,0.56,0.37,0.51,0.19,0.15,0.34,0.15,0.3,Matches,Las Palmas,2024,
630,Fábio Silva,pt POR,FW,22-294,24.0,22,1866.0,20.7,10.0,3.0,13.0,8.0,2.0,3.0,7.0,0.0,8.8,6.4,2.0,8.4,30.0,26.0,119.0,0.48,0.14,0.63,0.39,0.53,0.42,0.1,0.52,0.31,0.41,Matches,Las Palmas,2024,
631,Dario Essugo,pt POR,MF,20-056,23.0,22,1702.0,18.9,1.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,0.6,0.6,0.3,0.9,14.0,65.0,8.0,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,Matches,Las Palmas,2024,
632,Kirian Rodríguez,es ESP,MF,29-065,21.0,21,1758.0,19.5,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,1.5,3.0,25.0,128.0,39.0,0.0,0.15,0.15,0.0,0.15,0.08,0.07,0.16,0.08,0.16,Matches,Las Palmas,2024,
