,Player,Nation,Pos,Age,MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,playing_time_MP
0,Pedri,es ESP,MF,22-165,33.0,31,2574.0,28.6,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,2.2,2.2,6.8,9.0,81.0,318.0,119.0,0.14,0.14,0.28,0.14,0.28,0.08,0.24,0.31,0.08,0.31,Matches,Barcelona,2024,
1,Jules Koundé,fr FRA,DF,26-178,32.0,29,2605.0,28.9,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.8,1.8,3.9,5.7,44.0,165.0,190.0,0.07,0.1,0.17,0.07,0.17,0.06,0.13,0.2,0.06,0.2,Matches,Barcelona,2024,
2,Robert Lewandowski,pl POL,FW,36-261,31.0,29,2442.0,27.1,25.0,2.0,27.0,22.0,3.0,4.0,1.0,0.0,24.4,21.3,2.3,23.6,25.0,48.0,150.0,0.92,0.07,1.0,0.81,0.88,0.9,0.09,0.99,0.78,0.87,Matches,Barcelona,2024,
3,Raphinha,br BRA,"FW,MF",28-146,32.0,28,2506.0,27.8,16.0,9.0,25.0,14.0,2.0,2.0,4.0,0.0,16.7,15.1,11.8,27.0,86.0,133.0,307.0,0.57,0.32,0.9,0.5,0.83,0.6,0.42,1.03,0.54,0.97,Matches,Barcelona,2024,
4,Lamine Yamal,es ESP,FW,17-300,31.0,27,2496.0,27.7,6.0,12.0,18.0,6.0,0.0,0.0,3.0,0.0,8.7,8.7,12.4,21.1,156.0,142.0,397.0,0.22,0.43,0.65,0.22,0.65,0.31,0.45,0.76,0.31,0.76,Matches,Barcelona,2024,
5,Pau Cubarsí,es ESP,DF,18-107,31.0,26,2342.0,26.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.6,2.3,25.0,186.0,6.0,0.0,0.12,0.12,0.0,0.12,0.03,0.06,0.09,0.03,0.09,Matches,Barcelona,2024,
6,Iñigo Martínez,es ESP,DF,33-357,26.0,26,2310.0,25.7,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,2.6,3.1,66.0,249.0,11.0,0.0,0.16,0.16,0.0,0.16,0.02,0.1,0.12,0.02,0.12,Matches,Barcelona,2024,
7,Alejandro Balde,es ESP,DF,21-203,28.0,25,2080.0,23.1,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,3.4,3.9,98.0,86.0,231.0,0.0,0.17,0.17,0.0,0.17,0.02,0.15,0.17,0.02,0.17,Matches,Barcelona,2024,
8,Marc Casado,es ESP,MF,21-237,23.0,20,1611.0,17.9,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,1.1,1.1,1.4,2.4,12.0,107.0,24.0,0.06,0.17,0.22,0.06,0.22,0.06,0.08,0.13,0.06,0.13,Matches,Barcelona,2024,
9,Iñaki Peña,es ESP,GK,26-068,15.0,14,1306.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,2024,
10,Wojciech Szczęsny,pl POL,GK,35-021,13.0,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,2024,
11,Gavi,es ESP,"MF,FW",20-277,22.0,12,895.0,9.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,1.5,2.3,11.0,64.0,38.0,0.1,0.1,0.2,0.1,0.2,0.08,0.15,0.23,0.08,0.23,Matches,Barcelona,2024,
12,Dani Olmo,es ESP,"MF,FW",27-002,21.0,11,1027.0,11.4,9.0,2.0,11.0,8.0,1.0,1.0,0.0,0.0,5.6,4.8,2.8,7.6,27.0,69.0,85.0,0.79,0.18,0.96,0.7,0.88,0.49,0.24,0.73,0.42,0.66,Matches,Barcelona,2024,
13,Ferrán Torres,es ESP,"FW,MF",25-069,26.0,11,1018.0,11.3,10.0,3.0,13.0,10.0,0.0,0.0,1.0,1.0,7.1,7.1,2.0,9.1,23.0,35.0,96.0,0.88,0.27,1.15,0.88,1.15,0.62,0.18,0.8,0.62,0.8,Matches,Barcelona,2024,
14,Eric García,es ESP,"MF,DF",24-120,25.0,10,1236.0,13.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.8,1.8,0.5,2.3,16.0,89.0,12.0,0.07,0.15,0.22,0.07,0.22,0.13,0.04,0.17,0.13,0.17,Matches,Barcelona,2024,
15,Fermin López,es ESP,"MF,FW",21-363,24.0,10,1032.0,11.5,4.0,4.0,8.0,4.0,0.0,0.0,3.0,1.0,4.8,4.8,2.9,7.7,24.0,63.0,84.0,0.35,0.35,0.7,0.35,0.7,0.42,0.25,0.67,0.42,0.67,Matches,Barcelona,2024,
16,Ronald Araújo,uy URU,DF,26-063,10.0,9,641.0,7.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.4,1.4,6.0,43.0,3.0,0.14,0.14,0.28,0.14,0.28,0.13,0.06,0.19,0.13,0.19,Matches,Barcelona,2024,
17,Gerard Martín,es ESP,DF,23-128,24.0,8,882.0,9.8,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,1.1,1.5,9.0,34.0,107.0,0.1,0.31,0.41,0.1,0.41,0.04,0.12,0.16,0.04,0.16,Matches,Barcelona,2024,
18,Frenkie de Jong,nl NED,MF,27-362,22.0,7,908.0,10.1,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,1.9,2.5,29.0,91.0,19.0,0.2,0.2,0.4,0.2,0.4,0.06,0.19,0.25,0.06,0.25,Matches,Barcelona,2024,
19,Marc-André ter Stegen,de GER,GK,33-009,7.0,7,584.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,2024,
20,Héctor Fort,es ESP,DF,18-280,14.0,5,541.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.8,1.0,13.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,Matches,Barcelona,2024,
21,Pablo Torre,es ESP,"MF,FW",22-036,10.0,4,310.0,3.4,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.1,5.0,17.0,20.0,0.87,0.29,1.16,0.87,1.16,0.11,0.23,0.33,0.11,0.33,Matches,Barcelona,2024,
22,Marc Bernal,es ESP,MF,17-348,3.0,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,Barcelona,2024,
23,Ansu Fati,es ESP,FW,22-190,6.0,3,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.1,7.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.38,0.06,0.44,0.38,0.44,Matches,Barcelona,2024,
24,Pau Victor Delgado,es ESP,FW,23-164,19.0,2,300.0,3.3,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,0.8,3.9,6.0,10.0,28.0,0.6,0.3,0.9,0.6,0.9,0.9,0.25,1.15,0.9,1.15,Matches,Barcelona,2024,
25,Sergi Dominguez,es ESP,DF,20-038,3.0,2,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,2024,
26,Andreas Christensen,dk DEN,DF,29-029,2.0,1,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,2024,
27,Daniel Rodriguez,es ESP,FW,19-273,1.0,1,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Barcelona,2024,
28,Ander Astralaga,es ESP,GK,21-067,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
29,Álvaro Cortés,es ESP,DF,19-357,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
30,Andres Cuenca,es ESP,DF,17-332,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
31,Noah Darvich,de GER,MF,18-226,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
32,Landry Farré,es ESP,DF,18-128,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
33,Guillermo Fernandez,es ESP,MF,16-325,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
34,Toni Fernández,es ESP,MF,16-328,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
35,Diego Kochen,us USA,GK,19-051,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
36,Alexis Olmedo,es ESP,DF,19-128,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
37,Álex Valle,es ESP,DF,21-014,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
38,Áron Yaakobishvili,hu HUN,GK,19-064,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,2024,
39,Federico Valverde,uy URU,"MF,DF",26-291,,30,2672.0,29.7,6.0,4.0,10.0,6.0,0.0,0.0,3.0,0.0,2.3,2.3,3.0,5.4,55.0,199.0,66.0,0.2,0.13,0.34,0.2,0.34,0.08,0.1,0.18,0.08,0.18,Matches,Real Madrid,2024,32.0
40,Kylian Mbappé,fr FRA,FW,26-140,,30,2547.0,28.3,24.0,3.0,27.0,18.0,6.0,7.0,3.0,1.0,20.5,15.0,6.8,21.8,127.0,119.0,334.0,0.85,0.11,0.95,0.64,0.74,0.73,0.24,0.96,0.53,0.77,Matches,Real Madrid,2024,30.0
41,Thibaut Courtois,be BEL,GK,32-363,,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Madrid,2024,28.0
42,Aurélien Tchouaméni,fr FRA,"DF,MF",25-102,,28,2454.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.5,1.5,0.6,2.0,19.0,150.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Real Madrid,2024,29.0
43,Antonio Rüdiger,de GER,DF,32-067,,26,2291.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.7,1.7,0.5,2.3,20.0,94.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Real Madrid,2024,29.0
44,Jude Bellingham,eng ENG,MF,21-314,,26,2218.0,24.6,8.0,8.0,16.0,7.0,1.0,2.0,4.0,1.0,10.0,8.4,3.7,12.1,68.0,180.0,124.0,0.32,0.32,0.65,0.28,0.61,0.41,0.15,0.55,0.34,0.49,Matches,Real Madrid,2024,28.0
45,Vinicius Júnior,br BRA,FW,24-301,,23,2130.0,23.7,11.0,5.0,16.0,9.0,2.0,3.0,8.0,1.0,10.1,8.0,6.7,14.7,164.0,81.0,248.0,0.46,0.21,0.68,0.38,0.59,0.43,0.28,0.71,0.34,0.62,Matches,Real Madrid,2024,28.0
46,Lucas Vázquez,es ESP,DF,33-312,,23,2016.0,22.4,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,4.6,6.0,36.0,95.0,184.0,0.04,0.22,0.27,0.04,0.27,0.06,0.21,0.27,0.06,0.27,Matches,Real Madrid,2024,29.0
47,Rodrygo,br BRA,"FW,MF",24-120,,22,1928.0,21.4,6.0,5.0,11.0,6.0,0.0,0.0,0.0,0.0,4.0,3.9,3.0,6.9,113.0,108.0,253.0,0.28,0.23,0.51,0.28,0.51,0.19,0.14,0.33,0.18,0.32,Matches,Real Madrid,2024,30.0
48,Fran Garcia,es ESP,DF,25-268,,20,1825.0,20.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,2.0,55.0,101.0,130.0,0.0,0.1,0.1,0.0,0.1,0.04,0.06,0.1,0.04,0.1,Matches,Real Madrid,2024,27.0
49,Raúl Asencio,es ESP,DF,22-085,,15,1427.0,15.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,5.0,25.0,4.0,0.0,0.06,0.06,0.0,0.06,0.0,0.03,0.04,0.0,0.04,Matches,Real Madrid,2024,20.0
50,Brahim Díaz,ma MAR,"FW,MF",25-279,,15,1286.0,14.3,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,5.2,5.2,2.8,8.1,38.0,66.0,100.0,0.28,0.14,0.42,0.28,0.42,0.37,0.2,0.57,0.37,0.57,Matches,Real Madrid,2024,29.0
51,Luka Modrić,hr CRO,MF,39-242,,14,1516.0,16.8,2.0,4.0,6.0,2.0,0.0,0.0,7.0,0.0,1.5,1.5,5.9,7.4,49.0,161.0,48.0,0.12,0.24,0.36,0.12,0.36,0.09,0.35,0.44,0.09,0.44,Matches,Real Madrid,2024,31.0
52,Ferland Mendy,fr FRA,DF,29-335,,12,1005.0,11.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,12.0,36.0,40.0,0.0,0.09,0.09,0.0,0.09,0.0,0.05,0.05,0.0,0.05,Matches,Real Madrid,2024,14.0
53,Dani Ceballos,es ESP,MF,28-275,,12,976.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.4,1.8,36.0,119.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.17,0.03,0.17,Matches,Real Madrid,2024,19.0
54,Eduardo Camavinga,fr FRA,"MF,DF",22-180,,11,1102.0,12.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.8,1.2,26.0,61.0,31.0,0.08,0.16,0.25,0.08,0.25,0.04,0.06,0.1,0.04,0.1,Matches,Real Madrid,2024,19.0
55,Éder Militão,br BRA,DF,27-111,,11,938.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,7.0,46.0,1.0,0.1,0.1,0.19,0.1,0.19,0.06,0.05,0.11,0.06,0.11,Matches,Real Madrid,2024,12.0
56,Arda Güler,tr TUR,"MF,FW",20-073,,10,949.0,10.5,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,3.2,6.2,26.0,69.0,70.0,0.28,0.38,0.66,0.28,0.66,0.28,0.3,0.59,0.28,0.59,Matches,Real Madrid,2024,24.0
57,Dani Carvajal,es ESP,DF,33-118,,7,609.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.2,1.5,13.0,27.0,48.0,0.15,0.0,0.15,0.15,0.15,0.19,0.03,0.22,0.19,0.22,Matches,Real Madrid,2024,8.0
58,Andriy Lunin,ua UKR,GK,26-087,,5,450.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.19,0.19,0.0,0.19,Matches,Real Madrid,2024,5.0
59,David Alaba,at AUT,DF,32-319,,4,317.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Real Madrid,2024,7.0
60,Endrick,br BRA,FW,18-292,,1,226.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,0.3,2.0,7.0,6.0,23.0,0.4,0.0,0.4,0.4,0.4,0.68,0.12,0.8,0.68,0.8,Matches,Real Madrid,2024,19.0
61,Fran,es ESP,GK,19-319,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Madrid,2024,1.0
62,Jacobo Ramón,es ESP,DF,20-123,,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Madrid,2024,1.0
63,Jesús Vallejo,es ESP,DF,28-124,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Madrid,2024,1.0
64,Chema,es ESP,MF,20-014,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Madrid,2024,1.0
65,Lorenzo Aguado,es ESP,DF,22-232,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Madrid,2024,2.0
66,Daniel Yáñez,es ESP,FW,18-042,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Madrid,2024,1.0
67,Diego Aguado,es ESP,DF,18-091,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,2024,0.0
68,Gonzalo García,es ESP,MF,21-046,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,2024,0.0
69,David Jiménez,es ESP,DF,21-056,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,2024,0.0
70,Youssef Lekhedim,es ESP,DF,19-214,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,2024,0.0
71,Sergio Mestre,es ESP,GK,20-085,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,2024,0.0
72,Víctor Muñoz,es ESP,FW,21-300,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,2024,0.0
73,Victor Valdepeñas,es ESP,DF,18-201,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,2024,0.0
74,Jan Oblak,si SVN,GK,32-122,,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico Madrid,2024,33.0
75,Antoine Griezmann,fr FRA,"FW,MF",34-049,,28,2336.0,26.0,8.0,6.0,14.0,7.0,1.0,2.0,2.0,0.0,6.4,4.9,6.1,11.0,43.0,134.0,158.0,0.31,0.23,0.54,0.27,0.5,0.25,0.24,0.48,0.19,0.42,Matches,Atletico Madrid,2024,34.0
76,Julián Álvarez,ar ARG,FW,25-098,,27,2268.0,25.2,15.0,2.0,17.0,11.0,4.0,4.0,5.0,0.0,12.4,9.3,3.5,12.8,69.0,77.0,146.0,0.6,0.08,0.67,0.44,0.52,0.49,0.14,0.63,0.37,0.51,Matches,Atletico Madrid,2024,34.0
77,Pablo Barrios,es ESP,MF,21-328,,26,2212.0,24.6,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,1.3,1.3,1.6,2.9,27.0,139.0,62.0,0.04,0.12,0.16,0.04,0.16,0.05,0.07,0.12,0.05,0.12,Matches,Atletico Madrid,2024,28.0
78,Marcos Llorente,es ESP,"DF,MF",30-099,,24,2153.0,23.9,2.0,4.0,6.0,2.0,0.0,0.0,0.0,1.0,0.7,0.7,4.2,4.9,71.0,96.0,133.0,0.08,0.17,0.25,0.08,0.25,0.03,0.17,0.2,0.03,0.2,Matches,Atletico Madrid,2024,29.0
79,Giuliano Simeone,ar ARG,MF,22-142,,23,1706.0,19.0,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,2.1,2.1,4.3,6.5,64.0,46.0,166.0,0.11,0.32,0.42,0.11,0.42,0.11,0.23,0.34,0.11,0.34,Matches,Atletico Madrid,2024,29.0
80,Robin Le Normand,es ESP,DF,28-179,,21,1881.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.1,1.1,0.5,1.6,10.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.08,0.05,0.08,Matches,Atletico Madrid,2024,24.0
81,Clément Lenglet,fr FRA,DF,29-326,,21,1792.0,19.9,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,1.6,1.6,1.1,2.7,13.0,72.0,1.0,0.05,0.05,0.1,0.05,0.1,0.08,0.05,0.14,0.08,0.14,Matches,Atletico Madrid,2024,21.0
82,Rodrigo De Paul,ar ARG,MF,30-350,,19,1797.0,20.0,3.0,4.0,7.0,3.0,0.0,0.0,6.0,0.0,1.2,1.2,4.2,5.4,63.0,193.0,59.0,0.15,0.2,0.35,0.15,0.35,0.06,0.21,0.27,0.06,0.27,Matches,Atletico Madrid,2024,30.0
83,Conor Gallagher,eng ENG,MF,25-092,,19,1550.0,17.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.7,2.7,1.1,3.8,22.0,56.0,61.0,0.17,0.12,0.29,0.17,0.29,0.16,0.07,0.22,0.16,0.22,Matches,Atletico Madrid,2024,28.0
84,José María Giménez,uy URU,DF,30-109,,18,1819.0,20.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.2,0.7,3.0,53.0,1.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,Matches,Atletico Madrid,2024,25.0
85,Javi Galán,es ESP,DF,30-171,,18,1559.0,17.3,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.2,0.2,3.5,3.6,47.0,47.0,94.0,0.0,0.12,0.12,0.0,0.12,0.01,0.2,0.21,0.01,0.21,Matches,Atletico Madrid,2024,22.0
86,Samuel Lino,br BRA,"MF,DF",25-137,,18,1292.0,14.4,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,5.6,5.6,2.4,8.0,58.0,64.0,148.0,0.21,0.14,0.35,0.21,0.35,0.39,0.16,0.56,0.39,0.56,Matches,Atletico Madrid,2024,27.0
87,Koke,es ESP,MF,33-121,,16,1614.0,17.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,1.2,2.2,19.0,105.0,14.0,0.06,0.06,0.11,0.06,0.11,0.06,0.07,0.13,0.06,0.13,Matches,Atletico Madrid,2024,28.0
88,Nahuel Molina,ar ARG,DF,27-033,,16,1443.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.4,1.9,33.0,56.0,87.0,0.0,0.19,0.19,0.0,0.19,0.03,0.09,0.12,0.03,0.12,Matches,Atletico Madrid,2024,26.0
89,Alexander Sørloth,no NOR,FW,29-155,,12,1329.0,14.8,13.0,2.0,15.0,12.0,1.0,1.0,4.0,0.0,11.7,10.9,1.6,12.5,24.0,26.0,66.0,0.88,0.14,1.02,0.81,0.95,0.79,0.11,0.9,0.74,0.85,Matches,Atletico Madrid,2024,31.0
90,Reinildo Mandava,mz MOZ,DF,31-108,,10,941.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.1,0.2,14.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Atletico Madrid,2024,19.0
91,César Azpilicueta,es ESP,DF,35-254,,9,740.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.3,11.0,55.0,13.0,0.12,0.0,0.12,0.12,0.12,0.03,0.01,0.03,0.03,0.03,Matches,Atletico Madrid,2024,12.0
92,Axel Witsel,be BEL,DF,36-117,,8,761.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.6,2.0,18.0,1.0,0.0,0.12,0.12,0.0,0.12,0.0,0.06,0.07,0.0,0.07,Matches,Atletico Madrid,2024,12.0
93,Rodrigo Riquelme,es ESP,"MF,DF",25-037,,4,516.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.8,1.7,43.0,24.0,62.0,0.0,0.17,0.17,0.0,0.17,0.16,0.14,0.3,0.16,0.3,Matches,Atletico Madrid,2024,16.0
94,Ángel Correa,ar ARG,"FW,MF",30-061,,3,729.0,8.1,3.0,1.0,4.0,3.0,0.0,0.0,3.0,1.0,4.3,4.3,1.3,5.5,24.0,22.0,69.0,0.37,0.12,0.49,0.37,0.49,0.53,0.16,0.68,0.53,0.68,Matches,Atletico Madrid,2024,27.0
95,Juan Musso,ar ARG,GK,31-003,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico Madrid,2024,1.0
96,Thomas Lemar,fr FRA,MF,29-178,,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.36,0.27,0.63,0.36,0.63,Matches,Atletico Madrid,2024,4.0
97,Adrian Niño,es ESP,FW,20-324,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.44,1.44,1.44,Matches,Atletico Madrid,2024,1.0
98,Rayane Belaid,es ESP,DF,20-087,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,2024,0.0
