,Player,Nation,Pos,Age,90s,performance_CrdY,performance_CrdR,performance_2CrdY,performance_Fls,performance_Fld,performance_Off,performance_Crs,performance_Int,performance_TklW,performance_PKwon,performance_PKcon,performance_OG,performance_Recov,aerial_duels_Won,aerial_duels_Lost,aerial_duels_Won%,Matches,Team,Season
358,Alex Sola,es ESP,"MF,FW",25-334,11.4,4,0,0,24,26,7,18,7,14,0,0,0,47,18,28,39.1,Matches,Getafe,2024
359,Ramón Terrats,es ESP,"MF,FW",24-203,10.1,1,0,0,9,16,3,27,4,6,0,0,0,39,11,9,55.0,Matches,Getafe,2024
360,Coba da Costa,es ESP,"MF,FW",22-287,9.9,4,0,0,8,9,0,35,7,12,0,0,0,31,17,17,50.0,Matches,Getafe,2024
361,Juan Berrocal,es ESP,DF,26-005,10.6,6,1,1,15,1,0,0,13,7,0,1,0,33,29,12,70.7,Matches,Getafe,2024
362,Allan Nyom,cm CMR,"DF,MF",36-364,7.7,4,0,0,18,6,0,15,2,7,0,1,0,27,7,14,33.3,Matches,Getafe,2024
363,Juanmi,es ESP,"FW,MF",31-354,7.4,2,0,0,18,10,6,0,2,11,0,0,0,23,6,8,42.9,Matches,Getafe,2024
364,Juan Bernat,es ESP,"MF,DF",32-069,7.0,0,0,0,8,5,1,13,2,12,0,0,0,23,9,12,42.9,Matches,Getafe,2024
365,Álvaro Rodríguez,uy URU,FW,20-299,7.9,5,0,0,27,18,5,4,3,6,0,0,0,27,81,69,54.0,Matches,Getafe,2024
366,Carles Aleñá,es ESP,"MF,FW",27-124,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6,Matches,Getafe,2024
367,Borja Mayoral,es ESP,FW,28-034,9.3,0,0,0,8,12,9,8,0,2,0,0,0,26,16,35,31.4,Matches,Getafe,2024
368,Jesús Santiago,es ESP,MF,20-349,3.6,5,0,0,14,5,0,2,1,7,0,0,0,18,1,4,20.0,Matches,Getafe,2024
369,Nabil Aberdin,fr FRA,MF,22-259,2.9,1,0,0,7,6,0,0,0,4,0,0,0,8,10,3,76.9,Matches,Getafe,2024
370,Peter González,do DOM,"MF,FW",22-288,4.4,1,0,0,7,9,1,10,1,5,0,0,0,16,10,13,43.5,Matches,Getafe,2024
371,Abdoulaye Keita,es ESP,"FW,MF",22-250,1.1,0,0,0,6,0,0,1,0,2,0,0,0,6,3,3,50.0,Matches,Getafe,2024
372,Alberto Risco,es ESP,"MF,FW",19-252,0.8,0,0,0,1,2,0,4,0,4,0,0,0,5,1,3,25.0,Matches,Getafe,2024
373,John Joe,ie IRL,"MF,FW",21-197,0.5,1,0,0,1,2,0,0,0,0,0,0,0,3,2,2,50.0,Matches,Getafe,2024
374,Gorka Rivera Alonso,es ESP,"DF,MF",20-281,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches,Getafe,2024
375,Ismael Bekhoucha,ma MAR,"DF,MF",20-170,0.1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,Matches,Getafe,2024
376,David Argüelles,es ESP,MF,23-128,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Getafe,2024
377,Joan García,es ESP,GK,24-005,34.0,2,0,0,0,6,0,0,0,0,0,0,0,33,21,1,95.5,Matches,Espanyol,2024
378,Omar El Hilali,ma MAR,DF,21-239,32.1,11,0,0,50,28,4,43,43,76,0,2,0,126,33,27,55.0,Matches,Espanyol,2024
379,Marash Kumbulla,al ALB,DF,25-090,30.0,7,0,0,32,29,0,5,31,24,0,0,0,68,59,42,58.4,Matches,Espanyol,2024
380,Javi Puado,es ESP,"FW,MF",26-349,29.5,6,0,0,18,25,5,25,5,15,1,0,0,90,8,26,23.5,Matches,Espanyol,2024
381,Leandro Cabrera,uy URU,DF,33-326,29.0,3,0,0,22,7,0,15,28,21,1,1,0,75,73,42,63.5,Matches,Espanyol,2024
382,Alex Král,cz CZE,MF,26-355,29.2,1,0,0,28,22,0,36,27,36,0,0,0,124,38,28,57.6,Matches,Espanyol,2024
383,Carlos Romero,es ESP,DF,23-192,24.4,7,0,0,27,14,1,69,23,37,0,2,0,106,12,22,35.3,Matches,Espanyol,2024
384,Jofre,es ESP,"MF,FW",23-326,22.4,5,0,0,26,58,3,48,15,15,0,0,0,102,3,15,16.7,Matches,Espanyol,2024
385,Pol Lozano,es ESP,MF,25-215,19.8,11,0,0,54,14,0,19,21,33,0,0,0,81,8,15,34.8,Matches,Espanyol,2024
386,Roberto Férnandez,es ESP,FW,22-310,13.1,1,0,0,26,23,8,2,3,4,1,0,0,27,27,39,40.9,Matches,Espanyol,2024
387,Álvaro Tejero,es ESP,"MF,DF",28-293,13.2,2,0,0,13,19,1,103,12,4,0,0,0,63,10,11,47.6,Matches,Espanyol,2024
388,Urko González,es ESP,MF,24-050,11.5,1,0,0,13,9,1,1,7,20,0,1,0,56,14,12,53.8,Matches,Espanyol,2024
389,Brian Oliván,es ESP,DF,31-038,11.3,2,0,0,13,6,3,55,10,10,0,0,0,28,3,10,23.1,Matches,Espanyol,2024
390,Antoniu,es ESP,"MF,FW",22-246,9.8,3,0,0,18,20,4,18,7,9,0,0,0,33,6,14,30.0,Matches,Espanyol,2024
391,Alejo Véliz,ar ARG,FW,21-232,11.2,3,0,0,17,27,5,0,4,1,0,0,0,20,46,51,47.4,Matches,Espanyol,2024
392,Edu Expósito,es ESP,MF,28-281,8.0,2,0,0,13,16,1,46,10,9,0,0,0,40,6,10,37.5,Matches,Espanyol,2024
393,José Gragera,es ESP,MF,24-160,6.3,0,0,0,18,8,0,0,5,16,0,0,0,18,11,5,68.8,Matches,Espanyol,2024
394,Sergi Gómez,es ESP,DF,33-042,7.2,1,0,0,6,1,0,1,7,5,0,0,0,15,11,20,35.5,Matches,Espanyol,2024
395,Walid Cheddira,ma MAR,FW,27-107,6.8,2,0,0,27,24,8,1,1,0,1,0,0,18,14,25,35.9,Matches,Espanyol,2024
396,Irvin Cardona,fr FRA,"FW,MF",27-274,6.7,1,0,0,8,8,5,14,4,5,0,0,0,19,8,11,42.1,Matches,Espanyol,2024
397,Álvaro Aguado,es ESP,MF,29-008,4.8,3,0,0,5,7,0,12,4,2,0,0,0,35,3,2,60.0,Matches,Espanyol,2024
398,Fernando Calero,es ESP,"DF,MF",29-237,5.3,0,0,0,4,5,0,0,13,6,0,0,0,16,6,11,35.3,Matches,Espanyol,2024
399,Justin Smith,ca CAN,MF,22-094,2.3,0,0,0,5,2,0,1,4,3,0,0,0,8,3,0,100.0,Matches,Espanyol,2024
400,Rafael Bauza,es ESP,MF,20-099,2.0,1,0,0,8,0,0,0,0,3,0,0,0,4,3,2,60.0,Matches,Espanyol,2024
401,Pere Milla,es ESP,"MF,FW",32-228,3.5,3,0,0,4,10,2,11,2,1,0,0,0,18,6,6,50.0,Matches,Espanyol,2024
402,Naci Ünüvar,nl NED,"MF,DF",21-330,0.3,0,0,0,0,1,1,2,0,2,0,0,0,3,0,0,,Matches,Espanyol,2024
403,Roger Hinojo,es ESP,DF,20-077,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,Matches,Espanyol,2024
404,Paulo Gazzaniga,ar ARG,GK,33-127,33.5,4,0,0,1,3,0,0,0,1,0,0,0,46,1,2,33.3,Matches,Girona,2024
405,Miguel Gutiérrez,es ESP,"DF,MF",23-286,27.3,4,0,0,29,34,6,153,16,24,0,1,0,144,4,16,20.0,Matches,Girona,2024
406,Daley Blind,nl NED,DF,35-061,26.9,2,0,0,17,13,1,37,23,23,0,0,0,105,16,21,43.2,Matches,Girona,2024
407,Arnau Martinez,es ESP,"DF,MF",22-014,25.7,2,0,0,17,34,2,53,25,22,0,1,0,108,28,20,58.3,Matches,Girona,2024
408,David López,es ESP,DF,35-212,25.0,4,0,0,9,15,1,3,12,22,0,1,0,86,30,28,51.7,Matches,Girona,2024
409,Ladislav Krejčí,cz CZE,DF,26-019,24.1,8,0,0,22,15,0,10,32,15,1,0,1,91,54,22,71.1,Matches,Girona,2024
410,Yangel Herrera,ve VEN,MF,27-115,22.3,9,1,0,61,61,4,39,28,35,1,0,0,95,46,40,53.5,Matches,Girona,2024
411,Iván Martín,es ESP,MF,26-084,20.4,1,0,0,20,14,3,19,11,16,0,0,0,100,3,15,16.7,Matches,Girona,2024
412,Bryan Gil,es ESP,"FW,MF",24-087,19.1,4,0,0,22,40,4,78,10,20,0,0,0,78,0,5,0.0,Matches,Girona,2024
413,Viktor Tsyhankov,ua UKR,"FW,MF",27-175,17.6,1,0,0,12,26,3,109,11,11,1,0,0,57,7,14,33.3,Matches,Girona,2024
414,Donny van de Beek,nl NED,MF,28-021,15.8,5,0,0,22,8,3,11,10,18,0,0,0,48,10,9,52.6,Matches,Girona,2024
415,Oriol Romeu,es ESP,MF,33-227,13.8,5,0,0,26,14,0,7,11,22,0,1,0,66,12,15,44.4,Matches,Girona,2024
416,Abel Ruiz,es ESP,FW,25-101,13.6,3,0,0,6,13,5,4,4,2,0,0,0,20,7,19,26.9,Matches,Girona,2024
417,Arnaut Danjuma,nl NED,"FW,MF",28-098,14.6,2,0,0,14,16,14,76,2,6,0,1,0,37,1,3,25.0,Matches,Girona,2024
418,Yaser Asprilla,co COL,"FW,MF",21-171,12.6,2,0,0,10,20,1,69,5,9,0,0,0,48,3,2,60.0,Matches,Girona,2024
419,Bojan Miovski,mk MKD,FW,25-319,9.5,0,0,0,13,11,8,3,2,5,1,0,0,13,13,22,37.1,Matches,Girona,2024
420,Alejandro Francés,es ESP,DF,22-281,10.6,2,0,0,16,14,1,19,15,21,0,0,0,29,4,11,26.7,Matches,Girona,2024
421,Arthur Melo,br BRA,MF,28-270,7.3,2,0,0,11,21,0,3,5,9,0,0,0,39,0,3,0.0,Matches,Girona,2024
422,Juanpe,es ESP,DF,34-009,6.8,2,0,0,3,2,0,1,8,5,0,0,0,19,20,9,69.0,Matches,Girona,2024
423,Cristhian Stuani,uy URU,FW,38-209,9.2,3,0,0,28,4,9,1,5,7,0,0,0,11,17,16,51.5,Matches,Girona,2024
424,Portu,es ESP,"FW,MF",32-353,6.2,4,0,0,10,9,6,24,0,5,0,0,0,20,8,9,47.1,Matches,Girona,2024
425,Jhon Solis,co COL,MF,20-218,5.2,2,0,0,7,5,0,2,4,5,0,0,0,23,3,3,50.0,Matches,Girona,2024
426,Silvi Clúa,es ESP,MF,20-100,1.8,0,0,0,5,0,0,0,2,7,0,0,0,4,6,3,66.7,Matches,Girona,2024
427,Gabriel Osei Misehouy,nl NED,"FW,MF",19-295,2.9,0,0,0,1,5,2,6,0,1,0,0,0,11,0,3,0.0,Matches,Girona,2024
428,Iker Almena,es ESP,"FW,DF",21-005,0.5,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,,Matches,Girona,2024
429,Papa Ba,es ESP,MF,20-239,0.5,0,0,0,1,4,0,1,0,1,0,0,0,1,0,0,,Matches,Girona,2024
430,Pau López,es ESP,GK,30-147,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches,Girona,2024
431,Kim Minsu,kr KOR,"MF,FW",19-110,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches,Girona,2024
432,Ferrán Ruiz,es ESP,MF,22-013,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,Matches,Girona,2024
433,Dodi Lukebakio,be BEL,FW,27-227,31.4,3,1,0,35,49,23,122,5,13,0,0,0,107,15,19,44.1,Matches,Sevilla,2024
434,Carmona,es ESP,DF,23-100,30.0,10,0,0,41,39,1,37,63,55,0,0,0,156,33,20,62.3,Matches,Sevilla,2024
435,Loïc Bade,fr FRA,DF,25-028,28.2,6,0,0,24,8,0,7,28,25,0,1,0,131,62,27,69.7,Matches,Sevilla,2024
436,Ørjan Nyland,no NOR,GK,34-241,26.7,2,0,0,1,0,0,0,0,2,0,0,0,25,7,0,100.0,Matches,Sevilla,2024
437,Isaac Romero,es ESP,FW,24-356,23.4,9,0,0,36,35,11,17,7,6,1,1,0,57,28,51,35.4,Matches,Sevilla,2024
438,Adrià Pedrosa,es ESP,DF,26-361,23.5,7,0,0,36,17,1,89,20,32,0,0,0,92,11,27,28.9,Matches,Sevilla,2024
439,Nemanja Gudelj,rs SRB,"MF,DF",33-174,24.3,5,0,0,23,14,0,30,25,20,0,0,0,64,42,25,62.7,Matches,Sevilla,2024
440,Kike Salas,es ESP,DF,23-016,21.4,5,0,0,17,14,0,7,30,25,0,0,0,84,67,25,72.8,Matches,Sevilla,2024
441,Djibril Sow,ch SUI,MF,28-092,20.7,5,0,0,21,37,0,9,22,12,0,0,0,103,22,22,50.0,Matches,Sevilla,2024
442,Lucien Agoume,fr FRA,MF,23-089,19.5,4,1,0,41,6,2,11,31,24,0,1,0,113,35,34,50.7,Matches,Sevilla,2024
443,Saúl Ñíguez,es ESP,MF,30-169,16.2,7,1,0,40,11,1,18,19,30,0,1,0,81,37,32,53.6,Matches,Sevilla,2024
444,Albert Sambi Lokonga,be BEL,MF,25-199,15.6,4,0,0,20,21,0,2,9,15,0,0,0,66,28,11,71.8,Matches,Sevilla,2024
445,Juanlu Sánchez,es ESP,"MF,DF",21-267,15.5,5,1,1,13,7,1,31,12,26,0,0,0,53,17,18,48.6,Matches,Sevilla,2024
446,Peque,es ESP,"MF,FW",22-217,11.4,1,0,0,19,25,2,8,7,5,0,1,0,38,8,24,25.0,Matches,Sevilla,2024
447,Chidera Ejuke,ng NGA,FW,27-127,10.6,0,0,0,6,16,4,19,5,13,0,0,0,61,4,9,30.8,Matches,Sevilla,2024
448,Ruben Vargas,ch SUI,"FW,MF",26-277,7.5,0,0,0,11,9,3,37,3,4,0,0,0,31,7,6,53.8,Matches,Sevilla,2024
449,Álvaro Fernández,es ESP,GK,27-026,7.3,2,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0,Matches,Sevilla,2024
450,Tanguy Nianzou,fr FRA,DF,22-336,5.8,3,1,1,10,5,0,0,8,5,0,0,1,9,17,2,89.5,Matches,Sevilla,2024
451,Marcão,br BRA,DF,28-338,5.1,6,1,1,8,9,0,0,6,6,0,1,0,23,13,5,72.2,Matches,Sevilla,2024
452,Kelechi Iheanacho,ng NGA,FW,28-218,4.4,0,0,0,5,1,7,0,0,0,0,0,0,7,2,8,20.0,Matches,Sevilla,2024
453,Jesús Navas,es ESP,"FW,MF",39-169,4.7,0,0,0,1,4,3,33,4,2,0,0,0,10,5,5,50.0,Matches,Sevilla,2024
454,Valentín Barco,ar ARG,"DF,FW",20-290,3.2,0,0,0,7,5,0,24,2,9,0,0,0,16,0,2,0.0,Matches,Sevilla,2024
455,Stanis Idumbo,be BEL,"FW,MF",19-314,3.2,0,0,0,1,7,0,0,4,5,0,0,0,19,1,0,100.0,Matches,Sevilla,2024
456,Lucas Ocampos,ar ARG,FW,30-302,1.9,0,0,0,3,2,0,4,0,2,0,0,0,6,3,4,42.9,Matches,Sevilla,2024
457,Suso,es ESP,"FW,MF",31-171,3.5,2,0,0,3,10,1,31,2,1,0,0,0,18,2,3,40.0,Matches,Sevilla,2024
458,Álvaro Pascual,es ESP,FW,23-128,2.2,1,0,0,6,5,0,2,2,0,0,0,0,4,1,2,33.3,Matches,Sevilla,2024
459,Akor Adams,ng NGA,FW,25-100,1.5,0,0,0,1,0,1,0,0,0,0,0,0,4,6,10,37.5,Matches,Sevilla,2024
460,Manu Bueno,es ESP,"MF,FW",20-286,1.3,0,0,0,2,3,0,1,0,3,0,0,0,6,0,1,0.0,Matches,Sevilla,2024
461,Gonzalo Montiel,ar ARG,"DF,MF",28-128,1.3,1,0,0,3,1,0,3,2,2,0,0,0,4,1,0,100.0,Matches,Sevilla,2024
462,Ramón Martínez,es ESP,DF,22-199,1.1,0,0,0,0,0,0,0,2,1,0,0,0,3,3,1,75.0,Matches,Sevilla,2024
463,Diego Iturralde,es ESP,FW,22-023,0.4,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,100.0,Matches,Sevilla,2024
464,Israel Domínguez,es ESP,FW,22-002,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,Matches,Sevilla,2024
465,Leandro Antonetti,pr PUR,FW,22-116,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,Sevilla,2024
466,Mateo Mejía,es ESP,FW,22-039,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,Matches,Sevilla,2024
467,Darío Fuentes,es ESP,DF,22-117,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Sevilla,2024
468,Carlos Vicente,es ESP,"FW,MF",26-016,30.4,2,0,0,31,51,8,235,13,26,0,0,0,112,31,53,36.9,Matches,Alaves,2024
469,Nahuel Tenaglia,ar ARG,DF,29-077,29.3,11,0,0,33,42,2,75,37,52,1,0,0,106,40,46,46.5,Matches,Alaves,2024
470,Abdel Abqar,ma MAR,DF,26-060,27.4,13,0,0,47,31,2,5,39,23,1,2,0,87,40,35,53.3,Matches,Alaves,2024
471,Antonio Sivera,es ESP,GK,28-271,27.2,6,1,0,4,4,0,0,0,1,0,3,1,20,5,1,83.3,Matches,Alaves,2024
472,Antonio Blanco,es ESP,MF,24-290,26.6,11,1,1,63,24,0,27,39,37,0,0,0,139,27,31,46.6,Matches,Alaves,2024
473,Kiké,es ESP,FW,35-165,25.6,5,1,1,46,54,20,12,1,12,1,0,0,78,100,94,51.5,Matches,Alaves,2024
474,Manu Sánchez,es ESP,DF,24-258,25.5,6,1,0,49,18,1,74,28,45,0,1,0,90,7,26,21.2,Matches,Alaves,2024
475,Jon Guridi,es ESP,"MF,FW",30-070,20.0,6,0,0,32,13,5,16,12,17,0,1,0,81,42,53,44.2,Matches,Alaves,2024
476,Moussa Diarra,ml MLI,DF,24-180,19.7,6,0,0,25,21,1,22,21,23,1,1,0,70,30,26,53.6,Matches,Alaves,2024
477,Ander Guevara,es ESP,MF,27-306,18.6,2,0,0,28,15,0,3,11,26,0,0,0,102,25,36,41.0,Matches,Alaves,2024
478,Santiago Mouriño,uy URU,DF,23-085,17.5,6,0,0,28,18,1,3,25,24,0,0,0,78,30,27,52.6,Matches,Alaves,2024
479,Carlos Martín,es ESP,"FW,MF",23-017,14.5,3,0,0,30,28,6,24,5,20,0,0,0,54,15,18,45.5,Matches,Alaves,2024
480,Joan Jordán,es ESP,MF,30-307,15.1,3,0,0,26,11,1,100,8,17,0,0,0,58,16,13,55.2,Matches,Alaves,2024
481,Tomás Conechny,ar ARG,"FW,MF",27-040,8.8,6,0,0,25,11,4,30,6,9,0,0,0,43,20,20,50.0,Matches,Alaves,2024
482,Carles Aleñá,es ESP,"MF,FW",27-124,8.5,1,0,0,7,19,0,24,2,10,0,0,0,31,7,6,53.8,Matches,Alaves,2024
483,Toni Martínez,es ESP,"FW,MF",27-313,10.1,1,0,0,14,12,7,6,0,6,0,1,0,28,73,56,56.6,Matches,Alaves,2024
484,Stoichkov,es ESP,"MF,FW",31-185,7.8,1,0,0,9,16,5,13,1,9,0,0,0,44,5,15,25.0,Matches,Alaves,2024
485,Aleksandar Sedlar,rs SRB,DF,33-147,5.7,1,1,0,9,5,0,0,9,9,0,0,0,16,8,6,57.1,Matches,Alaves,2024
486,Jesús Owono,gq EQG,GK,24-069,5.4,0,0,0,1,2,0,0,0,1,0,1,0,3,0,0,,Matches,Alaves,2024
487,Pica,es ESP,DF,23-128,5.4,1,0,0,6,3,0,2,8,7,0,0,0,12,17,10,63.0,Matches,Alaves,2024
488,Carlos Benavídez,uy URU,MF,27-040,4.4,2,0,0,16,6,1,1,8,9,0,0,0,25,6,4,60.0,Matches,Alaves,2024
489,Abderrahman Rebbach,dz ALG,"FW,MF",26-271,4.3,1,0,0,5,6,2,17,0,2,0,0,0,16,1,11,8.3,Matches,Alaves,2024
490,Facundo Garcés,ar ARG,DF,25-246,3.5,0,0,0,1,2,0,0,2,0,0,1,0,3,8,4,66.7,Matches,Alaves,2024
491,Asier Villalibre,es ESP,FW,27-221,3.5,2,0,0,11,7,1,2,1,1,0,0,0,7,19,10,65.5,Matches,Alaves,2024
492,Hugo Novoa,es ESP,"DF,MF",22-128,2.6,0,0,0,1,1,2,7,0,5,0,0,0,9,1,8,11.1,Matches,Alaves,2024
493,Luka Romero,ar ARG,"FW,MF",20-172,2.2,0,0,0,3,3,1,10,1,4,1,0,0,9,2,4,33.3,Matches,Alaves,2024
494,Pau Cabanes,es ESP,"MF,FW",20-081,2.0,1,0,0,5,5,0,12,0,2,0,0,0,11,1,3,25.0,Matches,Alaves,2024
495,Adrian Rodriguez,es ESP,GK,24-148,1.4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,Matches,Alaves,2024
496,Luis Rioja,es ESP,FW,31-205,0.3,0,0,0,1,1,0,6,0,1,0,0,0,1,0,0,,Matches,Alaves,2024
497,Alberto Moleiro,es ESP,"FW,MF",21-221,27.4,5,0,0,29,37,2,27,16,11,0,0,0,123,5,21,19.2,Matches,Las Palmas,2024
498,Álex Suárez,es ESP,DF,32-052,25.8,12,0,0,25,21,1,0,12,22,0,1,2,63,24,48,33.3,Matches,Las Palmas,2024
499,Javier Muñoz,es ESP,"MF,DF",30-070,27.8,4,0,0,28,25,2,51,29,34,0,0,0,106,13,26,33.3,Matches,Las Palmas,2024
500,Jasper Cillessen,nl NED,GK,36-017,25.9,1,0,0,0,5,0,0,0,0,0,0,0,20,2,2,50.0,Matches,Las Palmas,2024
501,Scott McKenna,sct SCO,DF,28-178,25.4,5,1,0,12,8,1,2,9,12,0,1,1,66,76,42,64.4,Matches,Las Palmas,2024
502,Mika Mármol,es ESP,DF,23-312,23.7,4,0,0,29,7,2,47,36,23,0,1,0,69,21,17,55.3,Matches,Las Palmas,2024
503,Sandro Ramírez,es ESP,"FW,MF",29-304,21.4,6,0,0,23,39,5,115,16,15,1,1,0,87,12,15,44.4,Matches,Las Palmas,2024
504,Fábio Silva,pt POR,FW,22-294,20.7,7,0,0,39,43,20,21,4,7,0,0,0,48,51,52,49.5,Matches,Las Palmas,2024
505,Dario Essugo,pt POR,MF,20-056,18.9,10,2,2,32,30,0,1,41,42,0,0,0,105,27,29,48.2,Matches,Las Palmas,2024
506,Kirian Rodríguez,es ESP,MF,29-065,19.5,2,0,0,9,18,0,18,10,17,0,0,0,100,13,17,43.3,Matches,Las Palmas,2024
507,Viti,es ESP,DF,27-235,19.5,5,0,0,27,27,0,43,24,43,0,0,0,73,16,19,45.7,Matches,Las Palmas,2024
508,Oliver McBurnie,sct SCO,FW,28-339,17.4,1,0,0,27,16,8,1,5,7,0,0,0,35,73,71,50.7,Matches,Las Palmas,2024
509,Álex Muñoz,es ESP,DF,30-283,15.2,3,0,0,29,12,2,25,16,29,0,1,0,33,23,21,52.3,Matches,Las Palmas,2024
510,José Campaña,es ESP,MF,31-343,12.2,3,0,0,7,19,0,28,18,14,0,1,0,78,15,4,78.9,Matches,Las Palmas,2024
511,Juan Herzog,es ESP,DF,21-361,10.7,1,0,0,3,7,0,0,14,11,0,0,0,34,27,14,65.9,Matches,Las Palmas,2024
512,Stefan Bajcetic,es ESP,"MF,DF",20-199,9.3,4,0,0,18,12,0,4,14,13,0,1,0,56,12,9,57.1,Matches,Las Palmas,2024
513,Marvin,es ESP,"DF,FW",24-310,9.1,3,0,0,13,15,0,47,9,10,0,1,0,44,9,13,40.9,Matches,Las Palmas,2024
514,Dinko Horkaš,hr CRO,GK,26-060,8.1,1,0,0,1,0,0,0,0,0,0,1,0,9,0,0,,Matches,Las Palmas,2024
515,Manuel Fuster,es ESP,"FW,MF",27-199,8.8,2,0,0,12,26,1,56,4,8,0,0,0,46,3,10,23.1,Matches,Las Palmas,2024
516,Enzo Loiodice,fr FRA,MF,24-163,5.6,3,0,0,9,5,1,9,5,4,0,0,0,20,6,4,60.0,Matches,Las Palmas,2024
517,Jaime Mata,es ESP,FW,36-197,5.9,8,0,0,16,12,11,9,3,1,0,0,0,17,22,25,46.8,Matches,Las Palmas,2024
518,Adnan Januzaj,be BEL,"MF,FW",30-093,4.5,4,0,0,3,12,0,55,0,5,0,0,0,22,2,8,20.0,Matches,Las Palmas,2024
519,Andy Pelmard,fr FRA,DF,25-058,2.3,1,0,0,2,3,0,2,2,0,0,0,0,4,1,1,50.0,Matches,Las Palmas,2024
520,Benito Ramírez,es ESP,"DF,MF",29-302,4.3,2,1,0,4,6,0,30,1,5,0,0,0,27,3,9,25.0,Matches,Las Palmas,2024
521,Daley Sinkgraven,nl NED,DF,29-309,1.0,0,0,0,2,2,0,4,1,1,0,0,0,6,1,0,100.0,Matches,Las Palmas,2024
522,Marc Cardona,es ESP,"FW,DF",29-305,1.2,1,0,0,1,2,0,1,0,1,0,0,0,7,0,5,0.0,Matches,Las Palmas,2024
523,Fabio González,es ESP,MF,28-086,0.6,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,100.0,Matches,Las Palmas,2024
524,Pejiño,es ESP,FW,28-284,0.2,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,,Matches,Las Palmas,2024
525,Valentín Pezzolesi,es ESP,DF,18-023,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,Las Palmas,2024
526,Aboubacar Bassinga,ci CIV,MF,19-300,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,Las Palmas,2024
527,Sergi,es ESP,DF,33-019,31.4,2,1,0,29,9,7,1,39,28,1,1,1,79,60,58,50.8,Matches,Leganes,2024
528,Marko Dmitrović,rs SRB,GK,33-105,28.0,0,0,0,1,6,0,0,0,1,0,1,0,31,9,0,100.0,Matches,Leganes,2024
529,Seydouba Cissé,gn GUI,MF,24-088,23.2,3,1,0,37,23,1,8,11,30,1,1,0,143,23,32,41.8,Matches,Leganes,2024
530,Valentin Rosier,fr FRA,DF,28-263,27.1,8,0,0,43,17,8,38,50,51,0,0,0,119,24,16,60.0,Matches,Leganes,2024
531,Yvan Neyou,cm CMR,MF,28-126,24.1,14,0,0,32,49,0,15,25,33,0,0,0,113,22,19,53.7,Matches,Leganes,2024
532,Javi Hernández,es ESP,DF,27-007,23.5,5,0,0,41,15,4,48,22,15,0,0,0,106,20,21,48.8,Matches,Leganes,2024
533,Renato Tapia,pe PER,"MF,DF",29-285,23.2,7,0,0,32,32,0,12,23,31,0,0,0,139,25,20,55.6,Matches,Leganes,2024
534,Juan Cruz,es ESP,"FW,MF",25-014,23.1,2,0,0,13,20,7,89,11,19,0,0,0,102,14,18,43.8,Matches,Leganes,2024
535,Matija Nastasić,rs SRB,DF,32-042,22.6,3,0,0,14,6,2,0,19,11,1,2,0,47,35,17,67.3,Matches,Leganes,2024
536,Dani Raba,es ESP,"FW,MF",29-192,18.1,5,0,0,36,53,9,73,14,21,1,0,0,78,4,15,21.1,Matches,Leganes,2024
537,Miguel,es ESP,FW,25-248,18.6,3,0,0,22,30,12,7,4,7,0,0,0,24,29,92,24.0,Matches,Leganes,2024
538,Darko Brašanac,rs SRB,MF,33-086,17.3,4,0,0,37,13,4,11,15,11,1,0,0,59,20,38,34.5,Matches,Leganes,2024
539,Jorge Sáenz,es ESP,DF,28-173,14.8,3,1,0,21,12,0,0,21,21,0,1,1,46,34,28,54.8,Matches,Leganes,2024
540,Adrià Altimira,es ESP,"DF,FW",24-042,14.1,5,0,0,24,21,3,17,14,16,0,1,0,56,9,16,36.0,Matches,Leganes,2024
541,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",26-315,13.9,6,1,0,18,23,1,52,18,16,1,1,0,52,11,23,32.4,Matches,Leganes,2024
542,Diego,es ESP,"FW,MF",25-021,10.3,2,0,0,19,19,6,4,2,0,1,0,0,16,37,64,36.6,Matches,Leganes,2024
