,Player,Nation,Pos,Age,90s,sca_SCA,sca_SCA90,sca_types_PassLive,sca_types_PassDead,sca_types_TO,sca_types_Sh,sca_types_Fld,sca_types_Def,gca_GCA,gca_GCA90,gca_types_PassLive,gca_types_PassDead,gca_types_TO,gca_types_Sh,gca_types_Fld,gca_types_Def,Matches,Team,Season
526,Aboubacar Bassinga,ci CIV,MF,19-300,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Las Palmas,2024
527,Sergi,es ESP,DF,33-019,31.4,12,0.38,11,0,0,0,1,0,3,0.1,2,0,0,0,1,0,Matches,Leganes,2024
528,Marko Dmitrović,rs SRB,GK,33-105,28.0,6,0.21,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leganes,2024
529,Seydouba Cissé,gn GUI,MF,24-088,23.2,35,1.51,28,1,1,1,4,0,3,0.13,1,0,0,0,2,0,Matches,Leganes,2024
530,Valentin Rosier,fr FRA,DF,28-263,27.1,34,1.25,23,4,3,4,0,0,6,0.22,5,0,1,0,0,0,Matches,Leganes,2024
531,Yvan Neyou,cm CMR,MF,28-126,24.1,27,1.12,22,0,2,0,3,0,2,0.08,2,0,0,0,0,0,Matches,Leganes,2024
532,Javi Hernández,es ESP,DF,27-007,23.5,34,1.44,24,6,0,1,2,1,3,0.13,1,0,0,1,1,0,Matches,Leganes,2024
533,Renato Tapia,pe PER,"MF,DF",29-285,23.2,16,0.69,12,1,1,0,1,1,3,0.13,3,0,0,0,0,0,Matches,Leganes,2024
534,Juan Cruz,es ESP,"FW,MF",25-014,23.1,48,2.08,31,6,2,5,2,2,5,0.22,5,0,0,0,0,0,Matches,Leganes,2024
535,Matija Nastasić,rs SRB,DF,32-042,22.6,6,0.27,5,0,0,0,1,0,1,0.04,0,0,0,0,1,0,Matches,Leganes,2024
536,Dani Raba,es ESP,"FW,MF",29-192,18.1,84,4.65,37,17,12,3,10,5,11,0.61,6,1,2,0,1,1,Matches,Leganes,2024
537,Miguel,es ESP,FW,25-248,18.6,28,1.5,13,0,2,5,6,2,6,0.32,5,0,1,0,0,0,Matches,Leganes,2024
538,Darko Brašanac,rs SRB,MF,33-086,17.3,29,1.67,23,0,1,3,2,0,2,0.12,2,0,0,0,0,0,Matches,Leganes,2024
539,Jorge Sáenz,es ESP,DF,28-173,14.8,8,0.54,6,0,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches,Leganes,2024
540,Adrià Altimira,es ESP,"DF,FW",24-042,14.1,12,0.85,9,0,1,0,2,0,1,0.07,1,0,0,0,0,0,Matches,Leganes,2024
541,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",26-315,13.9,45,3.25,28,6,5,3,2,1,9,0.65,5,1,1,1,0,1,Matches,Leganes,2024
542,Diego,es ESP,"FW,MF",25-021,10.3,11,1.06,7,0,0,2,2,0,1,0.1,0,0,0,0,1,0,Matches,Leganes,2024
543,Munir El Haddadi,ma MAR,"FW,MF",29-250,7.4,11,1.49,6,0,1,2,2,0,1,0.14,0,0,0,1,0,0,Matches,Leganes,2024
544,Enric Franquesa,es ESP,"DF,FW",28-072,6.8,6,0.88,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches,Leganes,2024
545,Juan Soriano,es ESP,GK,27-259,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leganes,2024
546,Sébastien Haller,ci CIV,FW,30-321,4.5,4,0.89,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leganes,2024
547,Roberto López,es ESP,MF,25-015,4.4,15,3.41,8,5,1,0,0,1,1,0.23,0,1,0,0,0,0,Matches,Leganes,2024
548,Yan Diomandé,ci CIV,"FW,MF",18-176,2.6,11,4.27,9,0,2,0,0,0,1,0.39,1,0,0,0,0,0,Matches,Leganes,2024
549,Julián Chicco,ar ARG,"MF,DF",27-116,3.3,5,1.53,3,0,1,1,0,0,1,0.31,1,0,0,0,0,0,Matches,Leganes,2024
550,Aritz Arambarri,es ESP,DF,27-098,2.0,1,0.51,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leganes,2024
551,Duk,cv CPV,"MF,FW",25-082,1.6,6,3.72,4,0,1,1,0,0,1,0.62,0,0,0,1,0,0,Matches,Leganes,2024
552,Borna Barišić,hr CRO,DF,32-180,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Leganes,2024
553,Karl Jakob Hein,ee EST,GK,23-026,28.0,3,0.11,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
554,Luis Pérez,es ESP,DF,30-094,26.9,49,1.82,42,6,0,0,0,1,2,0.07,2,0,0,0,0,0,Matches,Valladolid,2024
555,Javi Sánchez,es ESP,DF,28-056,22.5,14,0.62,13,0,0,1,0,0,2,0.09,1,0,0,1,0,0,Matches,Valladolid,2024
556,Raúl Moro,es ESP,"MF,FW",22-155,22.2,85,3.83,53,11,16,1,3,1,7,0.32,5,0,1,0,1,0,Matches,Valladolid,2024
557,Lucas Oliveira Rosa,br BRA,DF,25-036,21.0,31,1.48,24,1,2,2,1,1,1,0.05,1,0,0,0,0,0,Matches,Valladolid,2024
558,Stanko Jurić,hr CRO,MF,28-266,19.2,9,0.47,7,0,0,1,0,1,2,0.1,2,0,0,0,0,0,Matches,Valladolid,2024
559,Mario Martín,es ESP,MF,21-065,17.9,30,1.67,18,1,2,3,6,0,1,0.06,1,0,0,0,0,0,Matches,Valladolid,2024
560,Eray Cömert,ch SUI,"DF,MF",27-094,16.9,10,0.59,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
561,Anuar,ma MAR,"MF,FW",30-114,16.6,23,1.38,15,1,2,0,5,0,4,0.24,1,0,2,0,1,0,Matches,Valladolid,2024
562,Mamadou Sylla,sn SEN,"FW,MF",31-050,16.5,20,1.21,14,0,1,1,4,0,5,0.3,2,0,1,0,2,0,Matches,Valladolid,2024
563,Selim Amallah,ma MAR,MF,28-175,14.0,29,2.07,14,8,6,0,0,1,1,0.07,1,0,0,0,0,0,Matches,Valladolid,2024
564,David Torres,es ESP,DF,22-065,15.4,3,0.19,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
565,Kike Pérez,es ESP,MF,28-084,13.2,36,2.72,20,11,1,1,2,1,1,0.08,1,0,0,0,0,0,Matches,Valladolid,2024
566,Marcos André,br BRA,FW,28-201,13.1,19,1.45,15,0,3,0,1,0,1,0.08,1,0,0,0,0,0,Matches,Valladolid,2024
567,Iván Sánchez,es ESP,"MF,FW",32-228,14.0,51,3.66,34,7,4,1,4,1,5,0.36,5,0,0,0,0,0,Matches,Valladolid,2024
568,Juanmi Latasa,es ESP,FW,24-047,12.0,23,1.91,18,0,0,4,1,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
569,Juma Bah,sl SLE,DF,19-028,9.6,2,0.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
570,Antonio Candela,it ITA,DF,25-012,8.0,6,0.75,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
571,Adam Aznou,ma MAR,DF,18-341,7.5,10,1.34,7,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
572,Chuky san jose,es ESP,MF,21-010,7.2,13,1.81,7,3,1,0,2,0,2,0.28,0,0,1,0,1,0,Matches,Valladolid,2024
573,Darwin Machís,ve VEN,"MF,FW",32-091,6.9,15,2.17,8,5,0,1,1,0,1,0.14,1,0,0,0,0,0,Matches,Valladolid,2024
574,Tamás Nikitscher,hu HUN,MF,25-187,6.3,1,0.16,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
575,Florian Grillitsch,at AUT,MF,29-275,5.3,18,3.37,15,0,1,0,2,0,1,0.19,1,0,0,0,0,0,Matches,Valladolid,2024
576,Joseph Aidoo,gh GHA,DF,29-222,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
577,André Ferreira,pt POR,GK,28-345,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
578,Cenk Özkacar,tr TUR,DF,24-215,4.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
579,Amath,sn SEN,"FW,DF",28-297,3.9,10,2.55,8,0,1,1,0,0,1,0.25,1,0,0,0,0,0,Matches,Valladolid,2024
580,Enzo Boyomo,cm CMR,DF,23-214,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
581,Víctor Meseguer,es ESP,MF,25-334,4.6,8,1.72,5,0,0,2,1,0,1,0.22,1,0,0,0,0,0,Matches,Valladolid,2024
582,Henrique,br BRA,DF,31-014,2.2,4,1.83,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
583,Raúl Chasco,es ESP,DF,21-238,1.4,2,1.38,2,0,0,0,0,0,1,0.69,1,0,0,0,0,0,Matches,Valladolid,2024
584,Arnau Rafús,es ESP,GK,22-012,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
585,Mario Maroto,es ESP,MF,21-162,0.2,2,9.47,2,0,0,0,0,0,1,4.74,1,0,0,0,0,0,Matches,Valladolid,2024
586,Adrian Baquerin,es ESP,FW,18-066,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
587,Kenedy,br BRA,"MF,FW",29-090,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Valladolid,2024
