,Player,Nation,Pos,Age,90s,Att,pass_types_Live,pass_types_Dead,pass_types_FK,pass_types_TB,pass_types_Sw,pass_types_Crs,pass_types_TI,pass_types_CK,corner_kicks_In,corner_kicks_Out,corner_kicks_Str,outcomes_Cmp,outcomes_Off,outcomes_Blocks,Matches,Team,Season
373,John Joe,ie IRL,"MF,FW",21-197,0.5,20,20,0,0,0,0,0,0,0,0,0,0,16,0,1,Matches,Getafe,2024
374,Gorka Rivera Alonso,es ESP,"DF,MF",20-281,0.2,11,6,5,0,0,0,0,5,0,0,0,0,5,0,0,Matches,Getafe,2024
375,Ismael Bekhoucha,ma MAR,"DF,MF",20-170,0.1,5,4,1,0,0,0,0,1,0,0,0,0,3,0,0,Matches,Getafe,2024
376,David Argüelles,es ESP,MF,23-128,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches,Getafe,2024
377,Joan García,es ESP,GK,24-005,34.0,1118,807,308,116,0,4,0,0,0,0,0,0,793,3,1,Matches,Espanyol,2024
378,Omar El Hilali,ma MAR,DF,21-239,32.1,1436,1116,317,57,1,16,43,260,0,0,0,0,1138,3,24,Matches,Espanyol,2024
379,Marash Kumbulla,al ALB,DF,25-090,30.0,1263,1210,49,31,0,6,5,2,0,0,0,0,1074,4,8,Matches,Espanyol,2024
380,Javi Puado,es ESP,"FW,MF",26-349,29.5,607,581,22,0,5,6,25,6,1,0,0,0,464,4,16,Matches,Espanyol,2024
381,Leandro Cabrera,uy URU,DF,33-326,29.0,1331,1179,142,51,1,12,15,10,0,0,0,0,1004,10,13,Matches,Espanyol,2024
382,Alex Král,cz CZE,MF,26-355,29.2,816,782,27,10,6,6,36,2,3,0,3,0,585,7,29,Matches,Espanyol,2024
383,Carlos Romero,es ESP,DF,23-192,24.4,840,677,162,18,1,3,69,125,19,5,5,0,606,1,27,Matches,Espanyol,2024
384,Jofre,es ESP,"MF,FW",23-326,22.4,485,468,14,1,2,2,48,11,2,0,2,0,327,3,26,Matches,Espanyol,2024
385,Pol Lozano,es ESP,MF,25-215,19.8,763,714,47,32,4,8,19,5,10,2,5,0,641,2,14,Matches,Espanyol,2024
386,Roberto Férnandez,es ESP,FW,22-310,13.1,200,186,14,0,0,0,2,0,0,0,0,0,144,0,9,Matches,Espanyol,2024
387,Álvaro Tejero,es ESP,"MF,DF",28-293,13.2,572,444,126,29,1,3,103,52,45,13,25,1,408,2,15,Matches,Espanyol,2024
388,Urko González,es ESP,MF,24-050,11.5,315,312,3,3,2,1,1,0,0,0,0,0,245,0,10,Matches,Espanyol,2024
389,Brian Oliván,es ESP,DF,31-038,11.3,458,362,95,13,0,3,55,73,9,1,6,0,317,1,13,Matches,Espanyol,2024
390,Antoniu,es ESP,"MF,FW",22-246,9.8,198,194,2,1,3,0,18,1,0,0,0,0,136,2,12,Matches,Espanyol,2024
391,Alejo Véliz,ar ARG,FW,21-232,11.2,169,144,25,0,0,0,0,1,0,0,0,0,112,0,2,Matches,Espanyol,2024
392,Edu Expósito,es ESP,MF,28-281,8.0,326,266,55,27,8,3,46,0,27,8,16,0,211,5,5,Matches,Espanyol,2024
393,José Gragera,es ESP,MF,24-160,6.3,217,206,10,10,0,1,0,0,0,0,0,0,190,1,2,Matches,Espanyol,2024
394,Sergi Gómez,es ESP,DF,33-042,7.2,348,336,12,10,0,0,1,0,0,0,0,0,309,0,1,Matches,Espanyol,2024
395,Walid Cheddira,ma MAR,FW,27-107,6.8,95,86,9,0,0,0,1,0,0,0,0,0,68,0,2,Matches,Espanyol,2024
396,Irvin Cardona,fr FRA,"FW,MF",27-274,6.7,161,154,6,0,1,2,14,4,0,0,0,0,100,1,6,Matches,Espanyol,2024
397,Álvaro Aguado,es ESP,MF,29-008,4.8,242,224,17,10,1,3,12,3,3,1,1,0,188,1,5,Matches,Espanyol,2024
398,Fernando Calero,es ESP,"DF,MF",29-237,5.3,211,200,10,6,0,1,0,0,0,0,0,0,177,1,0,Matches,Espanyol,2024
399,Justin Smith,ca CAN,MF,22-094,2.3,61,58,2,2,0,0,1,0,0,0,0,0,40,1,1,Matches,Espanyol,2024
400,Rafael Bauza,es ESP,MF,20-099,2.0,54,52,2,2,1,1,0,0,0,0,0,0,46,0,1,Matches,Espanyol,2024
401,Pere Milla,es ESP,"MF,FW",32-228,3.5,118,104,14,6,3,1,11,3,5,2,3,0,65,0,11,Matches,Espanyol,2024
402,Naci Ünüvar,nl NED,"MF,DF",21-330,0.3,18,18,0,0,0,0,2,0,0,0,0,0,13,0,2,Matches,Espanyol,2024
403,Roger Hinojo,es ESP,DF,20-077,0.1,10,9,1,0,0,0,2,1,0,0,0,0,5,0,1,Matches,Espanyol,2024
404,Paulo Gazzaniga,ar ARG,GK,33-127,33.5,1158,931,222,53,0,1,0,0,0,0,0,0,931,5,1,Matches,Girona,2024
405,Miguel Gutiérrez,es ESP,"DF,MF",23-286,27.3,1502,1234,255,40,4,11,153,193,22,2,18,0,1241,13,41,Matches,Girona,2024
406,Daley Blind,nl NED,DF,35-061,26.9,2352,2173,169,58,3,31,37,97,1,0,0,0,2087,10,26,Matches,Girona,2024
407,Arnau Martinez,es ESP,"DF,MF",22-014,25.7,1665,1424,235,41,5,5,53,193,1,0,1,0,1431,6,32,Matches,Girona,2024
408,David López,es ESP,DF,35-212,25.0,1884,1794,87,60,0,14,3,8,0,0,0,0,1729,3,8,Matches,Girona,2024
409,Ladislav Krejčí,cz CZE,DF,26-019,24.1,1947,1864,81,53,2,7,10,12,0,0,0,0,1756,2,6,Matches,Girona,2024
410,Yangel Herrera,ve VEN,MF,27-115,22.3,967,946,15,9,2,10,39,3,0,0,0,0,783,6,20,Matches,Girona,2024
411,Iván Martín,es ESP,MF,26-084,20.4,1286,1262,23,15,1,1,19,8,0,0,0,0,1160,1,16,Matches,Girona,2024
412,Bryan Gil,es ESP,"FW,MF",24-087,19.1,759,731,23,1,0,0,78,8,14,6,6,0,621,5,23,Matches,Girona,2024
413,Viktor Tsyhankov,ua UKR,"FW,MF",27-175,17.6,735,625,108,23,1,1,109,8,76,32,29,1,553,2,19,Matches,Girona,2024
414,Donny van de Beek,nl NED,MF,28-021,15.8,447,438,9,0,2,2,11,0,0,0,0,0,365,0,13,Matches,Girona,2024
415,Oriol Romeu,es ESP,MF,33-227,13.8,818,807,11,11,2,7,7,0,0,0,0,0,737,0,10,Matches,Girona,2024
416,Abel Ruiz,es ESP,FW,25-101,13.6,245,213,31,0,1,1,4,2,0,0,0,0,215,1,5,Matches,Girona,2024
417,Arnaut Danjuma,nl NED,"FW,MF",28-098,14.6,429,382,44,2,1,2,76,6,30,21,6,0,310,3,23,Matches,Girona,2024
418,Yaser Asprilla,co COL,"FW,MF",21-171,12.6,543,492,46,12,6,8,69,8,19,13,2,0,393,5,19,Matches,Girona,2024
419,Bojan Miovski,mk MKD,FW,25-319,9.5,109,91,17,0,0,0,3,0,0,0,0,0,82,1,4,Matches,Girona,2024
420,Alejandro Francés,es ESP,DF,22-281,10.6,665,551,113,19,1,6,19,94,0,0,0,0,565,1,17,Matches,Girona,2024
421,Arthur Melo,br BRA,MF,28-270,7.3,524,506,16,14,0,0,3,2,0,0,0,0,490,2,5,Matches,Girona,2024
422,Juanpe,es ESP,DF,34-009,6.8,505,469,35,28,0,11,1,5,0,0,0,0,440,1,5,Matches,Girona,2024
423,Cristhian Stuani,uy URU,FW,38-209,9.2,116,102,14,0,0,0,1,1,0,0,0,0,82,0,2,Matches,Girona,2024
424,Portu,es ESP,"FW,MF",32-353,6.2,190,174,13,3,1,0,24,1,8,5,2,0,134,3,6,Matches,Girona,2024
425,Jhon Solis,co COL,MF,20-218,5.2,267,264,2,2,1,0,2,0,0,0,0,0,243,1,0,Matches,Girona,2024
426,Silvi Clúa,es ESP,MF,20-100,1.8,95,91,2,2,0,0,0,0,0,0,0,0,75,2,2,Matches,Girona,2024
427,Gabriel Osei Misehouy,nl NED,"FW,MF",19-295,2.9,103,97,6,1,0,0,6,2,3,2,1,0,90,0,0,Matches,Girona,2024
428,Iker Almena,es ESP,"FW,DF",21-005,0.5,32,30,2,0,0,0,4,2,0,0,0,0,23,0,2,Matches,Girona,2024
429,Papa Ba,es ESP,MF,20-239,0.5,13,13,0,0,0,0,1,0,0,0,0,0,5,0,3,Matches,Girona,2024
430,Pau López,es ESP,GK,30-147,0.5,24,16,8,1,0,0,0,0,0,0,0,0,18,0,0,Matches,Girona,2024
431,Kim Minsu,kr KOR,"MF,FW",19-110,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches,Girona,2024
432,Ferrán Ruiz,es ESP,MF,22-013,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches,Girona,2024
433,Dodi Lukebakio,be BEL,FW,27-227,31.4,963,860,99,24,7,10,122,8,64,43,12,0,711,4,29,Matches,Sevilla,2024
434,Carmona,es ESP,DF,23-100,30.0,1684,1332,347,47,1,13,37,300,0,0,0,0,1359,5,33,Matches,Sevilla,2024
435,Loïc Bade,fr FRA,DF,25-028,28.2,1751,1684,59,45,1,17,7,6,0,0,0,0,1502,8,9,Matches,Sevilla,2024
436,Ørjan Nyland,no NOR,GK,34-241,26.7,913,714,195,46,0,0,0,1,0,0,0,0,584,4,0,Matches,Sevilla,2024
437,Isaac Romero,es ESP,FW,24-356,23.4,424,372,47,0,1,1,17,3,0,0,0,0,297,5,17,Matches,Sevilla,2024
438,Adrià Pedrosa,es ESP,DF,26-361,23.5,1098,857,235,36,1,9,89,194,5,4,1,0,805,6,31,Matches,Sevilla,2024
439,Nemanja Gudelj,rs SRB,"MF,DF",33-174,24.3,1217,1110,103,59,1,7,30,0,23,15,3,0,1055,4,5,Matches,Sevilla,2024
440,Kike Salas,es ESP,DF,23-016,21.4,1263,1143,117,45,1,10,7,59,0,0,0,0,991,3,14,Matches,Sevilla,2024
441,Djibril Sow,ch SUI,MF,28-092,20.7,903,881,20,16,0,4,9,1,2,0,0,0,802,2,8,Matches,Sevilla,2024
442,Lucien Agoume,fr FRA,MF,23-089,19.5,1005,972,28,24,4,7,11,4,0,0,0,0,823,5,15,Matches,Sevilla,2024
443,Saúl Ñíguez,es ESP,MF,30-169,16.2,618,604,12,5,3,4,18,3,1,1,0,0,484,2,15,Matches,Sevilla,2024
444,Albert Sambi Lokonga,be BEL,MF,25-199,15.6,861,835,25,20,4,10,2,5,0,0,0,0,770,1,3,Matches,Sevilla,2024
445,Juanlu Sánchez,es ESP,"MF,DF",21-267,15.5,523,477,45,2,0,2,31,40,0,0,0,0,426,1,29,Matches,Sevilla,2024
446,Peque,es ESP,"MF,FW",22-217,11.4,305,288,17,0,4,0,8,0,3,1,0,0,240,0,13,Matches,Sevilla,2024
447,Chidera Ejuke,ng NGA,FW,27-127,10.6,434,398,35,0,2,6,19,12,23,11,1,0,353,1,16,Matches,Sevilla,2024
448,Ruben Vargas,ch SUI,"FW,MF",26-277,7.5,247,219,28,3,0,0,37,9,16,12,2,0,166,0,13,Matches,Sevilla,2024
449,Álvaro Fernández,es ESP,GK,27-026,7.3,293,237,55,17,0,0,0,0,0,0,0,0,185,1,0,Matches,Sevilla,2024
450,Tanguy Nianzou,fr FRA,DF,22-336,5.8,314,300,14,11,0,1,0,0,0,0,0,0,285,0,0,Matches,Sevilla,2024
451,Marcão,br BRA,DF,28-338,5.1,261,242,18,10,0,0,0,0,0,0,0,0,230,1,4,Matches,Sevilla,2024
452,Kelechi Iheanacho,ng NGA,FW,28-218,4.4,80,76,4,0,0,2,0,1,0,0,0,0,60,0,1,Matches,Sevilla,2024
453,Jesús Navas,es ESP,"FW,MF",39-169,4.7,262,237,24,4,0,4,33,19,1,0,0,0,203,1,7,Matches,Sevilla,2024
454,Valentín Barco,ar ARG,"DF,FW",20-290,3.2,191,141,48,9,2,2,24,30,9,0,5,0,139,2,5,Matches,Sevilla,2024
455,Stanis Idumbo,be BEL,"FW,MF",19-314,3.2,76,72,3,0,1,0,0,3,0,0,0,0,63,1,3,Matches,Sevilla,2024
456,Lucas Ocampos,ar ARG,FW,30-302,1.9,91,85,5,0,0,2,4,4,1,1,0,0,65,1,4,Matches,Sevilla,2024
457,Suso,es ESP,"FW,MF",31-171,3.5,213,184,26,3,2,2,31,3,20,14,4,0,159,3,3,Matches,Sevilla,2024
458,Álvaro Pascual,es ESP,FW,23-128,2.2,13,13,0,0,0,0,2,0,0,0,0,0,9,0,2,Matches,Sevilla,2024
459,Akor Adams,ng NGA,FW,25-100,1.5,27,24,3,0,0,0,0,0,0,0,0,0,20,0,0,Matches,Sevilla,2024
460,Manu Bueno,es ESP,"MF,FW",20-286,1.3,57,55,2,2,0,0,1,0,0,0,0,0,51,0,0,Matches,Sevilla,2024
461,Gonzalo Montiel,ar ARG,"DF,MF",28-128,1.3,78,64,14,2,0,0,3,11,1,0,0,0,68,0,1,Matches,Sevilla,2024
462,Ramón Martínez,es ESP,DF,22-199,1.1,49,49,0,0,0,0,0,0,0,0,0,0,44,0,0,Matches,Sevilla,2024
463,Diego Iturralde,es ESP,FW,22-023,0.4,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches,Sevilla,2024
464,Israel Domínguez,es ESP,FW,22-002,0.2,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0,Matches,Sevilla,2024
465,Leandro Antonetti,pr PUR,FW,22-116,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,Sevilla,2024
466,Mateo Mejía,es ESP,FW,22-039,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,Sevilla,2024
467,Darío Fuentes,es ESP,DF,22-117,0.1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,Matches,Sevilla,2024
468,Carlos Vicente,es ESP,"FW,MF",26-016,30.4,991,826,157,39,3,2,235,49,69,22,31,5,630,8,59,Matches,Alaves,2024
469,Nahuel Tenaglia,ar ARG,DF,29-077,29.3,1257,933,318,10,0,4,75,305,0,0,0,0,918,6,31,Matches,Alaves,2024
470,Abdel Abqar,ma MAR,DF,26-060,27.4,939,888,48,40,1,17,5,7,0,0,0,0,719,3,6,Matches,Alaves,2024
471,Antonio Sivera,es ESP,GK,28-271,27.2,844,515,327,137,0,0,0,0,0,0,0,0,469,2,1,Matches,Alaves,2024
472,Antonio Blanco,es ESP,MF,24-290,26.6,1127,1060,59,49,4,22,27,7,0,0,0,0,896,8,23,Matches,Alaves,2024
473,Kiké,es ESP,FW,35-165,25.6,529,512,14,2,4,5,12,1,0,0,0,0,348,3,15,Matches,Alaves,2024
474,Manu Sánchez,es ESP,DF,24-258,25.5,995,736,253,19,0,3,74,230,4,1,2,0,715,6,36,Matches,Alaves,2024
475,Jon Guridi,es ESP,"MF,FW",30-070,20.0,652,619,28,7,1,0,16,4,5,1,3,0,488,5,14,Matches,Alaves,2024
476,Moussa Diarra,ml MLI,DF,24-180,19.7,800,684,112,24,0,5,22,87,0,0,0,0,641,4,14,Matches,Alaves,2024
477,Ander Guevara,es ESP,MF,27-306,18.6,860,820,32,21,0,5,3,2,0,0,0,0,665,8,14,Matches,Alaves,2024
478,Santiago Mouriño,uy URU,DF,23-085,17.5,592,551,38,19,1,2,3,15,0,0,0,0,462,3,7,Matches,Alaves,2024
479,Carlos Martín,es ESP,"FW,MF",23-017,14.5,389,383,6,2,4,2,24,4,0,0,0,0,255,0,23,Matches,Alaves,2024
480,Joan Jordán,es ESP,MF,30-307,15.1,893,747,143,62,0,18,100,3,59,23,30,1,670,3,15,Matches,Alaves,2024
481,Tomás Conechny,ar ARG,"FW,MF",27-040,8.8,308,290,15,0,2,0,30,12,3,0,3,0,198,3,12,Matches,Alaves,2024
482,Carles Aleñá,es ESP,"MF,FW",27-124,8.5,359,344,15,6,2,0,24,2,6,5,0,0,272,0,15,Matches,Alaves,2024
483,Toni Martínez,es ESP,"FW,MF",27-313,10.1,216,203,10,0,2,2,6,1,0,0,0,0,128,3,1,Matches,Alaves,2024
484,Stoichkov,es ESP,"MF,FW",31-185,7.8,214,204,9,0,6,1,13,0,0,0,0,0,132,1,13,Matches,Alaves,2024
485,Aleksandar Sedlar,rs SRB,DF,33-147,5.7,208,197,11,6,0,1,0,3,0,0,0,0,170,0,1,Matches,Alaves,2024
486,Jesús Owono,gq EQG,GK,24-069,5.4,163,108,54,18,1,0,0,0,0,0,0,0,99,1,1,Matches,Alaves,2024
487,Pica,es ESP,DF,23-128,5.4,198,185,12,4,0,1,2,1,0,0,0,0,152,1,2,Matches,Alaves,2024
488,Carlos Benavídez,uy URU,MF,27-040,4.4,180,176,3,1,2,1,1,1,0,0,0,0,127,1,2,Matches,Alaves,2024
489,Abderrahman Rebbach,dz ALG,"FW,MF",26-271,4.3,118,108,10,1,0,1,17,2,7,4,0,0,74,0,6,Matches,Alaves,2024
490,Facundo Garcés,ar ARG,DF,25-246,3.5,85,78,7,6,0,0,0,1,0,0,0,0,65,0,2,Matches,Alaves,2024
491,Asier Villalibre,es ESP,FW,27-221,3.5,65,60,5,0,1,0,2,0,0,0,0,0,42,0,1,Matches,Alaves,2024
492,Hugo Novoa,es ESP,"DF,MF",22-128,2.6,69,59,10,0,0,1,7,10,0,0,0,0,53,0,3,Matches,Alaves,2024
493,Luka Romero,ar ARG,"FW,MF",20-172,2.2,49,43,6,1,0,0,10,0,4,0,3,0,34,0,1,Matches,Alaves,2024
494,Pau Cabanes,es ESP,"MF,FW",20-081,2.0,81,77,3,1,0,0,12,2,0,0,0,0,57,1,4,Matches,Alaves,2024
495,Adrian Rodriguez,es ESP,GK,24-148,1.4,50,13,37,13,0,0,0,0,0,0,0,0,19,0,1,Matches,Alaves,2024
496,Luis Rioja,es ESP,FW,31-205,0.3,11,9,2,1,0,0,6,1,0,0,0,0,5,0,0,Matches,Alaves,2024
497,Alberto Moleiro,es ESP,"FW,MF",21-221,27.4,938,910,25,11,9,1,27,6,2,0,1,0,766,3,23,Matches,Las Palmas,2024
498,Álex Suárez,es ESP,DF,32-052,25.8,1296,1157,138,64,1,8,0,34,0,0,0,0,1119,1,10,Matches,Las Palmas,2024
499,Javier Muñoz,es ESP,"MF,DF",30-070,27.8,1141,1054,84,21,3,18,51,49,3,0,1,1,890,3,28,Matches,Las Palmas,2024
500,Jasper Cillessen,nl NED,GK,36-017,25.9,1002,727,272,93,0,0,0,0,0,0,0,0,683,3,0,Matches,Las Palmas,2024
501,Scott McKenna,sct SCO,DF,28-178,25.4,1344,1285,57,35,0,4,2,5,0,0,0,0,1165,2,5,Matches,Las Palmas,2024
502,Mika Mármol,es ESP,DF,23-312,23.7,1320,1132,185,27,0,7,47,153,0,0,0,0,1004,3,22,Matches,Las Palmas,2024
503,Sandro Ramírez,es ESP,"FW,MF",29-304,21.4,640,544,88,26,3,3,115,5,57,15,35,0,412,8,22,Matches,Las Palmas,2024
504,Fábio Silva,pt POR,FW,22-294,20.7,466,421,44,1,3,3,21,5,0,0,0,0,309,1,24,Matches,Las Palmas,2024
505,Dario Essugo,pt POR,MF,20-056,18.9,829,815,12,9,4,8,1,1,0,0,0,0,701,2,7,Matches,Las Palmas,2024
506,Kirian Rodríguez,es ESP,MF,29-065,19.5,1204,1154,43,34,8,4,18,2,6,2,3,0,1026,7,15,Matches,Las Palmas,2024
507,Viti,es ESP,DF,27-235,19.5,827,646,178,16,1,3,43,162,0,0,0,0,666,3,18,Matches,Las Palmas,2024
508,Oliver McBurnie,sct SCO,FW,28-339,17.4,381,350,29,1,0,0,1,4,0,0,0,0,253,2,5,Matches,Las Palmas,2024
509,Álex Muñoz,es ESP,DF,30-283,15.2,741,607,133,12,0,2,25,113,0,0,0,0,590,1,13,Matches,Las Palmas,2024
510,José Campaña,es ESP,MF,31-343,12.2,759,688,68,46,3,11,28,4,18,8,6,0,642,3,8,Matches,Las Palmas,2024
511,Juan Herzog,es ESP,DF,21-361,10.7,458,425,31,16,0,2,0,6,0,0,0,0,392,2,3,Matches,Las Palmas,2024
512,Stefan Bajcetic,es ESP,"MF,DF",20-199,9.3,372,353,16,12,0,9,4,2,1,1,0,0,268,3,7,Matches,Las Palmas,2024
513,Marvin,es ESP,"DF,FW",24-310,9.1,386,326,60,11,0,0,47,49,0,0,0,0,279,0,18,Matches,Las Palmas,2024
514,Dinko Horkaš,hr CRO,GK,26-060,8.1,354,288,63,23,0,2,0,0,0,0,0,0,272,3,0,Matches,Las Palmas,2024
515,Manuel Fuster,es ESP,"FW,MF",27-199,8.8,472,426,42,20,3,4,56,7,15,6,7,0,363,4,11,Matches,Las Palmas,2024
516,Enzo Loiodice,fr FRA,MF,24-163,5.6,317,309,8,3,0,1,9,0,5,2,1,1,266,0,8,Matches,Las Palmas,2024
517,Jaime Mata,es ESP,FW,36-197,5.9,149,145,3,0,0,0,9,0,0,0,0,0,99,1,5,Matches,Las Palmas,2024
518,Adnan Januzaj,be BEL,"MF,FW",30-093,4.5,250,208,42,7,6,4,55,9,25,14,5,0,171,0,14,Matches,Las Palmas,2024
519,Andy Pelmard,fr FRA,DF,25-058,2.3,115,97,18,3,0,0,2,15,0,0,0,0,98,0,3,Matches,Las Palmas,2024
520,Benito Ramírez,es ESP,"DF,MF",29-302,4.3,268,231,36,5,0,0,30,29,2,0,1,0,214,1,10,Matches,Las Palmas,2024
521,Daley Sinkgraven,nl NED,DF,29-309,1.0,66,59,7,2,0,0,4,5,0,0,0,0,50,0,1,Matches,Las Palmas,2024
522,Marc Cardona,es ESP,"FW,DF",29-305,1.2,43,40,3,0,1,1,1,0,1,0,0,0,35,0,1,Matches,Las Palmas,2024
523,Fabio González,es ESP,MF,28-086,0.6,53,53,0,0,0,1,1,0,0,0,0,0,43,0,3,Matches,Las Palmas,2024
524,Pejiño,es ESP,FW,28-284,0.2,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0,Matches,Las Palmas,2024
525,Valentín Pezzolesi,es ESP,DF,18-023,0.1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches,Las Palmas,2024
526,Aboubacar Bassinga,ci CIV,MF,19-300,0.0,4,4,0,0,1,0,0,0,0,0,0,0,2,0,0,Matches,Las Palmas,2024
527,Sergi,es ESP,DF,33-019,31.4,1455,1396,52,51,0,7,1,0,0,0,0,0,1211,7,8,Matches,Leganes,2024
528,Marko Dmitrović,rs SRB,GK,33-105,28.0,937,539,392,112,0,1,0,1,0,0,0,0,400,6,0,Matches,Leganes,2024
529,Seydouba Cissé,gn GUI,MF,24-088,23.2,976,945,27,12,2,10,8,6,2,1,0,0,822,4,11,Matches,Leganes,2024
530,Valentin Rosier,fr FRA,DF,28-263,27.1,1125,900,220,14,0,2,38,206,0,0,0,0,881,5,27,Matches,Leganes,2024
531,Yvan Neyou,cm CMR,MF,28-126,24.1,1030,1000,21,20,2,9,15,1,0,0,0,0,879,9,13,Matches,Leganes,2024
532,Javi Hernández,es ESP,DF,27-007,23.5,903,710,190,31,1,4,48,156,3,0,0,0,673,3,21,Matches,Leganes,2024
533,Renato Tapia,pe PER,"MF,DF",29-285,23.2,882,845,34,28,4,17,12,6,0,0,0,0,681,3,21,Matches,Leganes,2024
534,Juan Cruz,es ESP,"FW,MF",25-014,23.1,669,573,90,16,8,2,89,56,17,10,4,0,453,6,27,Matches,Leganes,2024
535,Matija Nastasić,rs SRB,DF,32-042,22.6,833,796,34,30,0,2,0,2,0,0,0,0,687,3,4,Matches,Leganes,2024
536,Dani Raba,es ESP,"FW,MF",29-192,18.1,537,422,107,44,13,2,73,5,37,14,16,0,349,8,14,Matches,Leganes,2024
537,Miguel,es ESP,FW,25-248,18.6,224,206,15,0,4,1,7,2,0,0,0,0,128,3,12,Matches,Leganes,2024
538,Darko Brašanac,rs SRB,MF,33-086,17.3,472,452,19,1,1,1,11,3,0,0,0,0,351,1,20,Matches,Leganes,2024
539,Jorge Sáenz,es ESP,DF,28-173,14.8,706,680,25,20,0,6,0,2,0,0,0,0,589,1,1,Matches,Leganes,2024
540,Adrià Altimira,es ESP,"DF,FW",24-042,14.1,461,385,74,3,2,3,17,71,0,0,0,0,361,2,8,Matches,Leganes,2024
541,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",26-315,13.9,515,454,57,22,3,12,52,3,27,10,15,0,372,4,12,Matches,Leganes,2024
542,Diego,es ESP,"FW,MF",25-021,10.3,149,134,13,0,0,1,4,1,0,0,0,0,101,2,4,Matches,Leganes,2024
543,Munir El Haddadi,ma MAR,"FW,MF",29-250,7.4,190,179,8,4,1,0,11,0,1,0,1,0,131,3,5,Matches,Leganes,2024
544,Enric Franquesa,es ESP,"DF,FW",28-072,6.8,225,179,43,0,0,0,16,43,0,0,0,0,158,3,9,Matches,Leganes,2024
545,Juan Soriano,es ESP,GK,27-259,6.0,185,108,77,23,0,0,0,0,0,0,0,0,98,0,0,Matches,Leganes,2024
546,Sébastien Haller,ci CIV,FW,30-321,4.5,90,85,5,0,2,0,0,0,0,0,0,0,54,0,1,Matches,Leganes,2024
547,Roberto López,es ESP,MF,25-015,4.4,208,176,28,13,0,3,24,1,12,7,3,0,152,4,6,Matches,Leganes,2024
548,Yan Diomandé,ci CIV,"FW,MF",18-176,2.6,64,63,1,0,0,0,6,1,0,0,0,0,49,0,2,Matches,Leganes,2024
549,Julián Chicco,ar ARG,"MF,DF",27-116,3.3,139,131,8,2,0,1,3,6,0,0,0,0,110,0,1,Matches,Leganes,2024
550,Aritz Arambarri,es ESP,DF,27-098,2.0,67,65,2,2,0,1,0,0,0,0,0,0,49,0,1,Matches,Leganes,2024
551,Duk,cv CPV,"MF,FW",25-082,1.6,41,37,4,0,0,0,8,4,0,0,0,0,26,0,4,Matches,Leganes,2024
552,Borna Barišić,hr CRO,DF,32-180,0.1,4,2,1,0,0,0,0,1,0,0,0,0,3,1,0,Matches,Leganes,2024
553,Karl Jakob Hein,ee EST,GK,23-026,28.0,1071,775,294,87,0,0,0,0,0,0,0,0,785,2,0,Matches,Valladolid,2024
554,Luis Pérez,es ESP,DF,30-094,26.9,1137,903,229,25,2,6,99,204,0,0,0,0,856,5,27,Matches,Valladolid,2024
555,Javi Sánchez,es ESP,DF,28-056,22.5,1163,1095,60,34,0,11,0,6,0,0,0,0,1015,8,6,Matches,Valladolid,2024
556,Raúl Moro,es ESP,"MF,FW",22-155,22.2,669,585,79,16,5,11,125,23,40,15,11,0,438,5,25,Matches,Valladolid,2024
557,Lucas Oliveira Rosa,br BRA,DF,25-036,21.0,833,655,172,23,4,3,36,149,0,0,0,0,637,6,26,Matches,Valladolid,2024
558,Stanko Jurić,hr CRO,MF,28-266,19.2,755,734,20,19,1,1,0,1,0,0,0,0,636,1,14,Matches,Valladolid,2024
559,Mario Martín,es ESP,MF,21-065,17.9,736,699,35,22,2,3,9,2,1,1,0,0,625,2,12,Matches,Valladolid,2024
560,Eray Cömert,ch SUI,"DF,MF",27-094,16.9,780,728,50,41,0,11,0,2,0,0,0,0,680,2,5,Matches,Valladolid,2024
561,Anuar,ma MAR,"MF,FW",30-114,16.6,406,383,23,6,1,0,19,13,1,0,0,0,324,0,6,Matches,Valladolid,2024
562,Mamadou Sylla,sn SEN,"FW,MF",31-050,16.5,259,224,32,1,0,1,9,4,0,0,0,0,162,3,12,Matches,Valladolid,2024
563,Selim Amallah,ma MAR,MF,28-175,14.0,376,328,43,16,3,5,31,1,18,8,8,0,295,5,9,Matches,Valladolid,2024
564,David Torres,es ESP,DF,22-065,15.4,714,649,63,17,0,3,3,11,0,0,0,0,589,2,10,Matches,Valladolid,2024
565,Kike Pérez,es ESP,MF,28-084,13.2,564,481,78,37,2,13,33,5,18,4,10,0,440,5,7,Matches,Valladolid,2024
566,Marcos André,br BRA,FW,28-201,13.1,210,185,22,2,3,6,1,1,0,0,0,0,138,3,5,Matches,Valladolid,2024
